ensembl_id,hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,global_padj,gene_padj,pval,sim,sem_sim,cilow_global_padj,ciupp_global_padj,cilow_gene_padj,ciupp_gene_padj,cilow_pval,ciupp_pval
ENSG00000165588,OTX2,8522,axon guidance,GO:0007411,biological process,16,35.0,3.029e-01,2.800e-01,2.726e-01,5.273e-01,5.927e-02,1.736e-01,5.285e-01,1.434e-01,5.466e-01,1.325e-01,5.606e-01
ENSG00000118271,TTR,12405,thyroid hormone binding,GO:0070324,molecular function,17,4.0,9.131e-02,5.848e-02,1.862e-02,8.808e-01,1.808e-02,8.379e-02,9.950e-02,5.375e-02,6.361e-02,1.059e-02,3.275e-02
ENSG00000118271,TTR,12405,identical protein binding,GO:0042802,molecular function,17,45.0,9.194e-02,6.029e-02,2.703e-02,8.506e-01,5.202e-03,8.514e-02,9.928e-02,5.252e-02,6.920e-02,2.366e-02,3.087e-02
ENSG00000118271,TTR,12405,extracellular exosome,GO:0070062,cellular component,17,91.0,9.604e-02,6.029e-02,3.171e-02,8.352e-01,1.532e-02,8.691e-02,1.061e-01,5.252e-02,6.920e-02,2.163e-02,4.649e-02
ENSG00000118271,TTR,12405,protein binding,GO:0005515,molecular function,17,577.0,1.009e-01,6.354e-02,4.214e-02,8.079e-01,6.273e-03,9.944e-02,1.024e-01,5.432e-02,7.432e-02,3.620e-02,4.906e-02
ENSG00000118271,TTR,12405,extracellular space,GO:0005615,cellular component,17,58.0,1.317e-01,9.817e-02,8.181e-02,7.340e-01,9.205e-03,1.221e-01,1.420e-01,8.196e-02,1.176e-01,6.830e-02,9.799e-02
ENSG00000118271,TTR,12405,purine nucleobase metabolic process,GO:0006144,biological process,17,9.0,2.011e-01,1.618e-01,1.618e-01,6.340e-01,3.333e-02,1.445e-01,2.799e-01,9.947e-02,2.631e-01,9.947e-02,2.631e-01
ENSG00000133636,NTS,8038,neuropeptide signaling pathway,GO:0007218,biological process,8,7.0,1.027e-01,1.002e-01,4.115e-02,8.081e-01,2.413e-02,8.361e-02,1.262e-01,7.105e-02,1.413e-01,2.366e-02,7.156e-02
ENSG00000133636,NTS,8038,receptor ligand activity,GO:0048018,molecular function,8,17.0,1.063e-01,1.002e-01,4.418e-02,8.015e-01,2.126e-02,9.324e-02,1.211e-01,7.105e-02,1.413e-01,2.674e-02,7.301e-02
ENSG00000133636,NTS,8038,neuropeptide receptor binding,GO:0071855,molecular function,8,26.0,1.398e-01,1.510e-01,5.904e-02,7.510e-01,7.037e-02,8.847e-02,2.210e-01,7.016e-02,3.251e-01,1.169e-02,2.981e-01
ENSG00000133636,NTS,8038,axon terminus,GO:0043679,cellular component,8,7.0,1.742e-01,1.554e-01,1.241e-01,6.685e-01,4.853e-02,1.077e-01,2.817e-01,7.618e-02,3.172e-01,5.250e-02,2.935e-01
ENSG00000133636,NTS,8038,intracellular membrane-bounded organelle,GO:0043231,cellular component,8,59.0,1.841e-01,1.554e-01,1.293e-01,6.566e-01,6.085e-02,1.019e-01,3.325e-01,7.618e-02,3.172e-01,4.417e-02,3.784e-01
ENSG00000133636,NTS,8038,protein binding,GO:0005515,molecular function,8,577.0,1.857e-01,1.554e-01,1.412e-01,6.534e-01,3.909e-02,1.258e-01,2.742e-01,7.618e-02,3.172e-01,7.457e-02,2.672e-01
ENSG00000235718,MFRP,18121,,,,0,nan,,,,,,,,,,,
ENSG00000091664,SLC17A6,16703,neurotransmitter transmembrane transporter activity,GO:0005326,molecular function,13,5.0,9.160e-02,4.122e-02,1.917e-02,8.782e-01,1.866e-02,8.411e-02,9.975e-02,2.194e-02,7.746e-02,1.083e-02,3.395e-02
ENSG00000091664,SLC17A6,16703,regulation of synapse structure or activity,GO:0050803,biological process,13,2.0,9.180e-02,4.577e-02,2.172e-02,8.710e-01,9.220e-03,8.427e-02,1.000e-01,2.708e-02,7.738e-02,1.718e-02,2.747e-02
ENSG00000091664,SLC17A6,16703,"synaptic transmission, glutamatergic",GO:0035249,biological process,13,3.0,9.278e-02,4.122e-02,2.068e-02,8.715e-01,2.208e-02,8.502e-02,1.012e-01,2.194e-02,7.746e-02,1.079e-02,3.963e-02
ENSG00000091664,SLC17A6,16703,neurotransmitter loading into synaptic vesicle,GO:0098700,biological process,13,4.0,9.349e-02,4.122e-02,1.296e-02,9.020e-01,3.323e-02,8.523e-02,1.026e-01,2.194e-02,7.746e-02,4.606e-03,3.646e-02
ENSG00000091664,SLC17A6,16703,anion transport,GO:0006820,biological process,13,5.0,9.516e-02,4.122e-02,1.818e-02,8.800e-01,3.204e-02,8.521e-02,1.063e-01,2.194e-02,7.746e-02,7.442e-03,4.440e-02
ENSG00000091664,SLC17A6,16703,excitatory synapse,GO:0060076,cellular component,13,6.0,9.615e-02,4.689e-02,3.034e-02,8.382e-01,2.412e-02,8.524e-02,1.085e-01,2.818e-02,7.803e-02,1.619e-02,5.684e-02
ENSG00000091664,SLC17A6,16703,integral component of membrane,GO:0016021,cellular component,13,24.0,1.015e-01,4.837e-02,3.925e-02,8.131e-01,2.389e-02,8.300e-02,1.240e-01,2.739e-02,8.542e-02,2.241e-02,6.876e-02
ENSG00000091664,SLC17A6,16703,integral component of synaptic vesicle membrane,GO:0030285,cellular component,13,6.0,1.073e-01,5.021e-02,3.882e-02,8.105e-01,4.094e-02,7.818e-02,1.471e-01,2.583e-02,9.758e-02,1.549e-02,9.728e-02
ENSG00000091664,SLC17A6,16703,transmembrane transporter activity,GO:0022857,molecular function,13,25.0,1.128e-01,6.530e-02,4.721e-02,7.926e-01,3.328e-02,9.531e-02,1.334e-01,3.747e-02,1.138e-01,2.185e-02,1.020e-01
ENSG00000091664,SLC17A6,16703,L-glutamate transmembrane transporter activity,GO:0005313,molecular function,13,8.0,1.346e-01,8.086e-02,8.021e-02,7.336e-01,2.714e-02,1.062e-01,1.706e-01,4.647e-02,1.407e-01,4.634e-02,1.388e-01
ENSG00000110887,DAO,2671,D-serine catabolic process,GO:0036088,biological process,17,4.0,1.094e-01,2.542e-01,4.481e-02,7.979e-01,3.220e-02,8.821e-02,1.356e-01,1.492e-01,4.329e-01,2.182e-02,9.200e-02
ENSG00000110887,DAO,2671,D-alanine catabolic process,GO:0055130,biological process,17,4.0,1.219e-01,2.542e-01,5.768e-02,7.660e-01,4.817e-02,7.937e-02,1.872e-01,1.492e-01,4.329e-01,2.227e-02,1.494e-01
ENSG00000110887,DAO,2671,D-amino acid catabolic process,GO:0019478,biological process,17,12.0,1.383e-01,2.675e-01,8.725e-02,7.244e-01,2.167e-02,1.120e-01,1.708e-01,1.648e-01,4.342e-01,5.866e-02,1.298e-01
ENSG00000110887,DAO,2671,proline catabolic process,GO:0006562,biological process,17,6.0,1.611e-01,2.657e-01,1.056e-01,6.886e-01,5.668e-02,9.326e-02,2.783e-01,1.624e-01,4.346e-01,4.207e-02,2.653e-01
ENSG00000110887,DAO,2671,peroxisomal membrane,GO:0005778,cellular component,17,5.0,1.674e-01,2.896e-01,1.257e-01,6.755e-01,1.821e-02,1.373e-01,2.040e-01,1.904e-01,4.404e-01,9.227e-02,1.713e-01
ENSG00000110887,DAO,2671,FAD binding,GO:0071949,molecular function,17,3.0,1.704e-01,2.684e-01,9.404e-02,6.730e-01,1.111e-01,6.162e-02,4.714e-01,1.416e-01,5.090e-01,1.911e-02,4.628e-01
ENSG00000110887,DAO,2671,mitochondrial outer membrane,GO:0005741,cellular component,17,4.0,1.731e-01,2.675e-01,1.240e-01,6.694e-01,4.898e-02,1.072e-01,2.797e-01,1.648e-01,4.342e-01,5.904e-02,2.606e-01
ENSG00000110887,DAO,2671,D-serine metabolic process,GO:0070178,biological process,17,5.0,1.875e-01,2.780e-01,1.462e-01,6.495e-01,3.550e-02,1.321e-01,2.661e-01,1.776e-01,4.350e-01,8.723e-02,2.450e-01
ENSG00000110887,DAO,2671,D-amino-acid oxidase activity,GO:0003884,molecular function,17,6.0,1.876e-01,2.969e-01,1.467e-01,6.503e-01,2.877e-02,1.409e-01,2.498e-01,1.911e-01,4.612e-01,9.226e-02,2.332e-01
ENSG00000110887,DAO,2671,peroxisome,GO:0005777,cellular component,17,14.0,2.060e-01,2.907e-01,1.703e-01,6.274e-01,2.674e-02,1.585e-01,2.678e-01,1.908e-01,4.430e-01,1.169e-01,2.481e-01
ENSG00000110887,DAO,2671,identical protein binding,GO:0042802,molecular function,17,45.0,2.648e-01,3.353e-01,2.382e-01,5.651e-01,3.313e-02,1.922e-01,3.649e-01,2.107e-01,5.337e-01,1.565e-01,3.626e-01
ENSG00000110887,DAO,2671,cytosol,GO:0005829,cellular component,17,85.0,3.680e-01,4.270e-01,3.536e-01,4.792e-01,3.115e-02,2.802e-01,4.833e-01,3.151e-01,5.786e-01,2.590e-01,4.828e-01
ENSG00000110887,DAO,2671,protein binding,GO:0005515,molecular function,17,577.0,3.857e-01,4.354e-01,3.727e-01,4.657e-01,3.168e-02,2.929e-01,5.078e-01,3.160e-01,5.998e-01,2.733e-01,5.083e-01
ENSG00000110887,DAO,2671,cytoplasm,GO:0005737,cellular component,17,125.0,4.231e-01,4.428e-01,4.133e-01,4.383e-01,3.155e-02,3.254e-01,5.500e-01,3.322e-01,5.901e-01,3.101e-01,5.508e-01
ENSG00000110887,DAO,2671,dopamine biosynthetic process,GO:0042416,biological process,17,4.0,6.218e-01,6.172e-01,6.172e-01,2.897e-01,6.682e-02,4.223e-01,9.157e-01,4.147e-01,9.185e-01,4.147e-01,9.185e-01
ENSG00000187783,TMEM72,31658,protein binding,GO:0005515,molecular function,1,577.0,2.156e-01,1.843e-01,1.843e-01,6.165e-01,8.949e-03,1.976e-01,2.353e-01,1.625e-01,2.089e-01,1.625e-01,2.089e-01
ENSG00000120903,CHRNA2,1956,"synaptic transmission, cholinergic",GO:0007271,biological process,26,2.0,9.128e-02,4.039e-02,6.797e-03,9.421e-01,1.798e-02,8.373e-02,9.952e-02,2.382e-02,6.849e-02,2.476e-03,1.866e-02
ENSG00000120903,CHRNA2,1956,acetylcholine receptor activity,GO:0015464,molecular function,26,5.0,9.128e-02,4.039e-02,1.217e-02,9.116e-01,1.922e-02,8.373e-02,9.952e-02,2.382e-02,6.849e-02,6.305e-03,2.349e-02
ENSG00000120903,CHRNA2,1956,chemical synaptic transmission,GO:0007268,biological process,26,32.0,9.135e-02,4.348e-02,2.060e-02,8.727e-01,1.908e-02,8.379e-02,9.959e-02,2.381e-02,7.938e-02,1.177e-02,3.605e-02
ENSG00000120903,CHRNA2,1956,acetylcholine-gated channel complex,GO:0005892,cellular component,26,4.0,9.175e-02,4.039e-02,1.355e-02,9.004e-01,3.085e-02,8.337e-02,1.010e-01,2.382e-02,6.849e-02,5.264e-03,3.485e-02
ENSG00000120903,CHRNA2,1956,ion transmembrane transport,GO:0034220,biological process,26,15.0,9.211e-02,4.348e-02,2.229e-02,8.664e-01,1.794e-02,8.561e-02,9.911e-02,2.381e-02,7.938e-02,1.347e-02,3.688e-02
ENSG00000120903,CHRNA2,1956,acetylcholine-gated cation-selective channel activity,GO:0022848,molecular function,26,5.0,9.346e-02,4.367e-02,2.251e-02,8.606e-01,3.109e-02,8.528e-02,1.024e-01,2.384e-02,8.002e-02,8.823e-03,5.744e-02
ENSG00000120903,CHRNA2,1956,regulation of membrane potential,GO:0042391,biological process,26,36.0,9.416e-02,4.348e-02,2.549e-02,8.560e-01,1.674e-02,8.926e-02,9.933e-02,2.381e-02,7.938e-02,1.659e-02,3.918e-02
ENSG00000120903,CHRNA2,1956,neurotransmitter receptor activity,GO:0030594,molecular function,26,20.0,9.613e-02,4.411e-02,2.960e-02,8.401e-01,2.530e-02,8.726e-02,1.059e-01,2.388e-02,8.147e-02,1.510e-02,5.804e-02
ENSG00000120903,CHRNA2,1956,neuron projection,GO:0043005,cellular component,26,39.0,9.814e-02,4.596e-02,2.976e-02,8.401e-01,2.454e-02,8.963e-02,1.075e-01,2.344e-02,9.012e-02,1.613e-02,5.489e-02
ENSG00000120903,CHRNA2,1956,integral component of plasma membrane,GO:0005887,cellular component,26,67.0,1.026e-01,5.020e-02,3.998e-02,8.112e-01,2.373e-02,8.832e-02,1.192e-01,2.550e-02,9.883e-02,2.292e-02,6.975e-02
ENSG00000120903,CHRNA2,1956,synapse,GO:0045202,cellular component,26,30.0,1.031e-01,4.835e-02,3.266e-02,8.293e-01,3.492e-02,8.624e-02,1.233e-01,2.293e-02,1.020e-01,1.420e-02,7.511e-02
ENSG00000120903,CHRNA2,1956,response to nicotine,GO:0035094,biological process,26,3.0,1.070e-01,5.350e-02,4.033e-02,8.065e-01,4.205e-02,8.017e-02,1.429e-01,2.291e-02,1.249e-01,1.516e-02,1.073e-01
ENSG00000120903,CHRNA2,1956,nervous system process,GO:0050877,biological process,26,24.0,1.227e-01,6.475e-02,6.083e-02,7.628e-01,3.978e-02,8.958e-02,1.680e-01,2.666e-02,1.572e-01,2.532e-02,1.461e-01
ENSG00000120903,CHRNA2,1956,signal transduction,GO:0007165,biological process,26,61.0,1.294e-01,7.074e-02,6.634e-02,7.507e-01,4.659e-02,9.035e-02,1.853e-01,2.693e-02,1.858e-01,2.387e-02,1.844e-01
ENSG00000165376,CLDN2,2041,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,GO:0016338,biological process,10,2.0,1.004e-01,9.430e-02,4.297e-02,8.049e-01,1.652e-02,8.534e-02,1.181e-01,6.204e-02,1.433e-01,2.926e-02,6.311e-02
ENSG00000165376,CLDN2,2041,cell-cell junction,GO:0005911,cellular component,10,23.0,1.022e-01,9.683e-02,2.695e-02,8.427e-01,4.876e-02,7.544e-02,1.386e-01,6.049e-02,1.550e-01,8.298e-03,8.752e-02
ENSG00000165376,CLDN2,2041,bicellular tight junction,GO:0005923,cellular component,10,6.0,1.118e-01,1.037e-01,5.695e-02,7.759e-01,1.136e-02,1.022e-01,1.224e-01,7.338e-02,1.466e-01,4.433e-02,7.315e-02
ENSG00000165376,CLDN2,2041,cell adhesion,GO:0007155,biological process,10,18.0,1.139e-01,1.004e-01,4.823e-02,7.829e-01,5.491e-02,6.963e-02,1.864e-01,5.845e-02,1.724e-01,1.559e-02,1.493e-01
ENSG00000165376,CLDN2,2041,bicellular tight junction assembly,GO:0070830,biological process,10,3.0,1.190e-01,1.159e-01,6.151e-02,7.642e-01,3.067e-02,8.857e-02,1.599e-01,8.046e-02,1.670e-01,3.314e-02,1.142e-01
ENSG00000165376,CLDN2,2041,plasma membrane,GO:0005886,cellular component,10,139.0,1.572e-01,1.429e-01,1.128e-01,6.918e-01,1.158e-02,1.401e-01,1.764e-01,1.172e-01,1.743e-01,9.270e-02,1.373e-01
ENSG00000165376,CLDN2,2041,protein binding,GO:0005515,molecular function,10,577.0,1.898e-01,1.524e-01,1.524e-01,6.476e-01,9.306e-03,1.727e-01,2.085e-01,1.321e-01,1.758e-01,1.321e-01,1.758e-01
ENSG00000186684,CYP27C1,33480,retinoic acid binding,GO:0001972,molecular function,13,4.0,9.217e-02,1.251e-01,2.477e-02,8.586e-01,1.811e-02,8.305e-02,1.023e-01,1.008e-01,1.553e-01,1.557e-02,3.940e-02
ENSG00000186684,CYP27C1,33480,all-trans-retinol binding,GO:1904768,molecular function,13,2.0,9.274e-02,1.251e-01,2.826e-02,8.463e-01,1.476e-02,8.383e-02,1.026e-01,1.008e-01,1.553e-01,1.946e-02,4.103e-02
ENSG00000186684,CYP27C1,33480,all-trans retinal binding,GO:0005503,molecular function,13,2.0,1.019e-01,1.251e-01,4.321e-02,8.037e-01,2.215e-02,8.381e-02,1.238e-01,1.008e-01,1.553e-01,2.601e-02,7.178e-02
ENSG00000186684,CYP27C1,33480,11-cis retinal binding,GO:0005502,molecular function,13,2.0,1.027e-01,1.251e-01,4.450e-02,8.009e-01,2.024e-02,8.551e-02,1.234e-01,1.008e-01,1.553e-01,2.805e-02,7.059e-02
ENSG00000186684,CYP27C1,33480,intracellular membrane-bounded organelle,GO:0043231,cellular component,13,59.0,1.341e-01,1.339e-01,8.448e-02,7.293e-01,1.586e-02,1.123e-01,1.601e-01,1.161e-01,1.545e-01,6.232e-02,1.145e-01
ENSG00000186684,CYP27C1,33480,mitochondrion,GO:0005739,cellular component,13,24.0,1.358e-01,1.356e-01,8.524e-02,7.261e-01,2.741e-02,1.040e-01,1.773e-01,1.090e-01,1.685e-01,5.008e-02,1.451e-01
ENSG00000186684,CYP27C1,33480,"all-trans retinal 3,4-desaturase activity",GO:0061897,molecular function,13,2.0,1.384e-01,1.313e-01,9.023e-02,7.219e-01,8.792e-03,1.259e-01,1.520e-01,1.124e-01,1.535e-01,7.665e-02,1.062e-01
ENSG00000186684,CYP27C1,33480,"all-trans retinol 3,4-desaturase activity",GO:0061896,molecular function,13,2.0,1.384e-01,1.313e-01,9.037e-02,7.217e-01,8.213e-03,1.265e-01,1.513e-01,1.124e-01,1.535e-01,7.757e-02,1.053e-01
ENSG00000186684,CYP27C1,33480,"11-cis-retinal 3,4-desaturase activity",GO:0061899,molecular function,13,2.0,1.386e-01,1.313e-01,9.060e-02,7.215e-01,6.720e-03,1.285e-01,1.494e-01,1.124e-01,1.535e-01,7.987e-02,1.028e-01
ENSG00000186684,CYP27C1,33480,"all-trans retinoic acid 3,4-desaturase activity",GO:0061898,molecular function,13,2.0,1.411e-01,1.313e-01,9.396e-02,7.166e-01,6.865e-03,1.313e-01,1.515e-01,1.124e-01,1.535e-01,8.268e-02,1.068e-01
ENSG00000186684,CYP27C1,33480,retinol metabolic process,GO:0042572,biological process,13,5.0,2.144e-01,1.912e-01,1.768e-01,6.173e-01,4.049e-02,1.447e-01,3.178e-01,1.101e-01,3.320e-01,1.031e-01,3.032e-01
ENSG00000186684,CYP27C1,33480,retinal metabolic process,GO:0042574,biological process,13,5.0,2.176e-01,1.912e-01,1.795e-01,6.133e-01,4.504e-02,1.409e-01,3.361e-01,1.101e-01,3.320e-01,9.989e-02,3.227e-01
ENSG00000186684,CYP27C1,33480,retinoic acid metabolic process,GO:0042573,biological process,13,9.0,2.335e-01,1.998e-01,1.998e-01,5.957e-01,4.163e-02,1.564e-01,3.486e-01,1.171e-01,3.407e-01,1.171e-01,3.407e-01
ENSG00000168505,GBX2,4186,RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0000977,molecular function,7,15.0,9.128e-02,5.233e-02,1.608e-02,8.943e-01,1.359e-02,8.373e-02,9.952e-02,4.674e-02,5.858e-02,1.037e-02,2.496e-02
ENSG00000168505,GBX2,4186,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,molecular function,7,48.0,9.134e-02,5.233e-02,2.573e-02,8.552e-01,3.135e-03,8.385e-02,9.949e-02,4.674e-02,5.858e-02,2.375e-02,2.787e-02
ENSG00000168505,GBX2,4186,sequence-specific double-stranded DNA binding,GO:1990837,molecular function,7,38.0,9.217e-02,5.233e-02,2.733e-02,8.496e-01,1.391e-02,8.305e-02,1.023e-01,4.674e-02,5.858e-02,1.920e-02,3.891e-02
ENSG00000168505,GBX2,4186,regulation of transcription by RNA polymerase II,GO:0006357,biological process,7,81.0,9.596e-02,5.296e-02,3.496e-02,8.263e-01,6.337e-03,9.009e-02,1.022e-01,4.747e-02,5.907e-02,2.980e-02,4.102e-02
ENSG00000168505,GBX2,4186,regulation of nervous system development,GO:0051960,biological process,7,7.0,1.277e-01,8.466e-02,7.239e-02,7.444e-01,3.322e-02,9.508e-02,1.714e-01,4.868e-02,1.472e-01,3.603e-02,1.454e-01
ENSG00000168505,GBX2,4186,nucleus,GO:0005634,cellular component,7,143.0,1.510e-01,1.111e-01,1.054e-01,7.017e-01,3.172e-03,1.467e-01,1.555e-01,1.059e-01,1.166e-01,9.958e-02,1.115e-01
ENSG00000180638,SLC47A2,26439,membrane,GO:0016020,cellular component,5,78.0,9.438e-02,3.746e-02,2.459e-02,8.564e-01,2.949e-02,8.132e-02,1.095e-01,2.560e-02,5.481e-02,1.131e-02,5.345e-02
ENSG00000180638,SLC47A2,26439,transmembrane transporter activity,GO:0022857,molecular function,5,25.0,9.507e-02,3.831e-02,3.284e-02,8.322e-01,7.534e-03,9.040e-02,1.000e-01,2.726e-02,5.385e-02,2.711e-02,3.977e-02
ENSG00000116745,RPE65,10294,detection of light stimulus involved in visual perception,GO:0050908,biological process,12,3.0,9.128e-02,4.518e-02,1.157e-02,9.169e-01,1.349e-02,8.373e-02,9.952e-02,3.979e-02,5.131e-02,6.914e-03,1.936e-02
ENSG00000116745,RPE65,10294,retina homeostasis,GO:0001895,biological process,12,5.0,9.167e-02,4.518e-02,1.482e-02,8.984e-01,1.972e-02,8.414e-02,9.987e-02,3.979e-02,5.131e-02,8.204e-03,2.677e-02
ENSG00000116745,RPE65,10294,"all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity",GO:0052885,molecular function,12,2.0,9.191e-02,5.336e-02,2.412e-02,8.610e-01,1.690e-02,8.325e-02,1.015e-01,3.590e-02,7.930e-02,1.556e-02,3.739e-02
ENSG00000116745,RPE65,10294,"all-trans-retinyl-palmitate hydrolase, 11-cis retinol forming activity",GO:0052884,molecular function,12,2.0,9.217e-02,5.336e-02,2.422e-02,8.606e-01,1.852e-02,8.305e-02,1.023e-01,3.590e-02,7.930e-02,1.502e-02,3.903e-02
ENSG00000116745,RPE65,10294,retinoid metabolic process,GO:0001523,biological process,12,6.0,9.597e-02,5.336e-02,3.407e-02,8.282e-01,1.832e-02,8.489e-02,1.085e-01,3.590e-02,7.930e-02,2.169e-02,5.353e-02
ENSG00000116745,RPE65,10294,retinol isomerase activity,GO:0050251,molecular function,12,2.0,9.967e-02,5.532e-02,3.930e-02,8.133e-01,2.308e-02,8.253e-02,1.204e-01,3.636e-02,8.415e-02,2.269e-02,6.808e-02
ENSG00000116745,RPE65,10294,endoplasmic reticulum membrane,GO:0005789,cellular component,12,19.0,1.073e-01,6.211e-02,4.852e-02,7.912e-01,2.459e-02,8.574e-02,1.343e-01,4.006e-02,9.632e-02,2.749e-02,8.565e-02
ENSG00000116745,RPE65,10294,isomerase activity,GO:0016853,molecular function,12,20.0,1.119e-01,6.253e-02,5.617e-02,7.749e-01,2.730e-02,8.508e-02,1.471e-01,3.601e-02,1.086e-01,3.134e-02,1.007e-01
ENSG00000116745,RPE65,10294,zeaxanthin biosynthetic process,GO:1901827,biological process,12,3.0,1.301e-01,8.242e-02,7.579e-02,7.401e-01,2.980e-02,9.942e-02,1.703e-01,5.212e-02,1.303e-01,4.067e-02,1.412e-01
ENSG00000143333,RGS16,9997,GTPase activator activity,GO:0005096,molecular function,4,13.0,9.779e-02,7.779e-02,3.768e-02,8.185e-01,1.262e-02,8.731e-02,1.095e-01,5.390e-02,1.123e-01,2.778e-02,5.112e-02
ENSG00000143333,RGS16,9997,positive regulation of GTPase activity,GO:0043547,biological process,4,9.0,9.797e-02,7.779e-02,3.202e-02,8.334e-01,2.335e-02,8.441e-02,1.137e-01,5.390e-02,1.123e-01,1.820e-02,5.633e-02
ENSG00000143333,RGS16,9997,protein binding,GO:0005515,molecular function,4,577.0,1.963e-01,1.684e-01,1.580e-01,6.393e-01,2.696e-02,1.503e-01,2.563e-01,1.032e-01,2.747e-01,1.043e-01,2.395e-01
ENSG00000143333,RGS16,9997,cytoplasm,GO:0005737,cellular component,4,125.0,2.046e-01,1.684e-01,1.667e-01,6.291e-01,3.334e-02,1.473e-01,2.842e-01,1.032e-01,2.747e-01,1.024e-01,2.715e-01
