"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"14","all","BP","GO:0030513","positive regulation of BMP signaling pathway","3/134","34/14153",0.00400729977378117,0.581360471797898,0.569250288174843,"HES5/KCP/ACVRL1",3
"15","all","BP","GO:0030857","negative regulation of epithelial cell differentiation","3/134","36/14153",0.00471614631340296,0.581360471797898,0.569250288174843,"HES5/NOTCH4/ACVRL1",3
"16","all","BP","GO:0072001","renal system development","8/134","281/14153",0.00528494597036033,0.581360471797898,0.569250288174843,"HES5/PODXL/ANGPT2/GFRA1/ZBTB16/COL4A1/SMAD6/PECAM1",8
"17","all","BP","GO:0034616","response to laminar fluid shear stress","2/134","12/14153",0.00551864018315655,0.581360471797898,0.569250288174843,"SMAD6/SREBF2",2
"18","all","BP","GO:2000628","regulation of miRNA metabolic process","4/134","75/14153",0.00555838043831076,0.581360471797898,0.569250288174843,"SMAD6/SREBF1/ZNF512B/SREBF2",4
"19","all","BP","GO:0007281","germ cell development","7/134","228/14153",0.00599330614163377,0.581360471797898,0.569250288174843,"EHMT2/SRPK1/ANGPT2/TDRD1/KAT5/ZBTB16/DPY19L2",7
"20","all","BP","GO:0030856","regulation of epithelial cell differentiation","5/134","123/14153",0.00625943353249791,0.581360471797898,0.569250288174843,"HES5/ERRFI1/NOTCH4/ACVRL1/ETV4",5
"21","all","BP","GO:0140029","exocytic process","4/134","78/14153",0.00638316629369547,0.581360471797898,0.569250288174843,"RALB/CPLX1/EXOC3/YKT6",4
"22","all","BP","GO:0060562","epithelial tube morphogenesis","8/134","291/14153",0.00648801119688665,0.581360471797898,0.569250288174843,"HES5/LUZP1/GBX2/NOTCH4/PODXL/ST14/ACVRL1/COL4A1",8
"23","all","BP","GO:0010867","positive regulation of triglyceride biosynthetic process","2/134","14/14153",0.00751541843269261,0.581360471797898,0.569250288174843,"KAT5/SREBF1",2
"24","all","BP","GO:0006904","vesicle docking involved in exocytosis","3/134","43/14153",0.00776930525946649,0.581360471797898,0.569250288174843,"RALB/EXOC3/YKT6",3
"25","all","BP","GO:0042220","response to cocaine","3/134","43/14153",0.00776930525946649,0.581360471797898,0.569250288174843,"DRD5/EHMT2/TGM2",3
"26","all","BP","GO:2000785","regulation of autophagosome assembly","3/134","44/14153",0.00828088515053673,0.581360471797898,0.569250288174843,"RALB/EHMT2/ATG2A",3
"27","all","BP","GO:0032933","SREBP signaling pathway","2/134","15/14153",0.00861818694607296,0.581360471797898,0.569250288174843,"SREBF1/SREBF2",2
"28","all","BP","GO:0071501","cellular response to sterol depletion","2/134","15/14153",0.00861818694607296,0.581360471797898,0.569250288174843,"SREBF1/SREBF2",2
"29","all","BP","GO:0045604","regulation of epidermal cell differentiation","3/134","45/14153",0.00881184985655808,0.581360471797898,0.569250288174843,"HES5/ERRFI1/ETV4",3
"30","all","BP","GO:0008593","regulation of Notch signaling pathway","4/134","86/14153",0.00896936853911353,0.581360471797898,0.569250288174843,"HES5/NOS3/EGFL7/SREBF2",4
"31","all","BP","GO:0010984","regulation of lipoprotein particle clearance","2/134","16/14153",0.00978869316525974,0.581360471797898,0.569250288174843,"CSK/LIPG",2
"32","all","BP","GO:0022412","cellular process involved in reproduction in multicellular organism","8/134","313/14153",0.0098574145826215,0.581360471797898,0.569250288174843,"EHMT2/SRPK1/ANGPT2/TDRD1/KAT5/FZD4/ZBTB16/DPY19L2",8
"33","all","BP","GO:1902895","positive regulation of miRNA transcription","3/134","47/14153",0.00993253051192846,0.581360471797898,0.569250288174843,"SMAD6/SREBF1/SREBF2",3
"34","all","BP","GO:1903008","organelle disassembly","5/134","139/14153",0.0103389536263663,0.581360471797898,0.569250288174843,"NEDD9/ATG2A/KAT5/SREBF1/SREBF2",5
"35","all","BP","GO:0010586","miRNA metabolic process","4/134","90/14153",0.0104857645119788,0.581360471797898,0.569250288174843,"SMAD6/SREBF1/ZNF512B/SREBF2",4
"36","all","BP","GO:0030510","regulation of BMP signaling pathway","4/134","90/14153",0.0104857645119788,0.581360471797898,0.569250288174843,"HES5/KCP/ACVRL1/SMAD6",4
"37","all","BP","GO:0060840","artery development","4/134","90/14153",0.0104857645119788,0.581360471797898,0.569250288174843,"LUZP1/NDST1/ACVRL1/SMAD6",4
"38","all","BP","GO:0006991","response to sterol depletion","2/134","17/14153",0.0110255752646933,0.581360471797898,0.569250288174843,"SREBF1/SREBF2",2
"39","all","BP","GO:0090208","positive regulation of triglyceride metabolic process","2/134","17/14153",0.0110255752646933,0.581360471797898,0.569250288174843,"KAT5/SREBF1",2
"40","all","BP","GO:0044088","regulation of vacuole organization","3/134","49/14153",0.0111324451431081,0.581360471797898,0.569250288174843,"RALB/EHMT2/ATG2A",3
"41","all","BP","GO:0035148","tube formation","5/134","143/14153",0.011589443099417,0.581360471797898,0.569250288174843,"HES5/LUZP1/PODXL/ST14/TGM2",5
"42","all","BP","GO:0003279","cardiac septum development","4/134","93/14153",0.0117257169024247,0.581360471797898,0.569250288174843,"LUZP1/NDST1/NOS3/SMAD6",4
"43","all","BP","GO:0003184","pulmonary valve morphogenesis","2/134","18/14153",0.0123274907979414,0.581360471797898,0.569250288174843,"NOS3/SMAD6",2
"44","all","BP","GO:0032332","positive regulation of chondrocyte differentiation","2/134","18/14153",0.0123274907979414,0.581360471797898,0.569250288174843,"ZBTB16/ACVRL1",2
"45","all","BP","GO:0045682","regulation of epidermis development","3/134","51/14153",0.0124125432869387,0.581360471797898,0.569250288174843,"HES5/ERRFI1/ETV4",3
"46","all","BP","GO:0045446","endothelial cell differentiation","4/134","97/14153",0.0135202552955886,0.581360471797898,0.569250288174843,"NOTCH4/ROBO4/ACVRL1/PECAM1",4
"47","all","BP","GO:0007289","spermatid nucleus differentiation","2/134","19/14153",0.0136931164573073,0.581360471797898,0.569250288174843,"SRPK1/KAT5",2
"48","all","BP","GO:0010866","regulation of triglyceride biosynthetic process","2/134","19/14153",0.0136931164573073,0.581360471797898,0.569250288174843,"KAT5/SREBF1",2
"49","all","BP","GO:2000786","positive regulation of autophagosome assembly","2/134","19/14153",0.0136931164573073,0.581360471797898,0.569250288174843,"RALB/ATG2A",2
"50","all","BP","GO:0010812","negative regulation of cell-substrate adhesion","3/134","53/14153",0.0137736326570507,0.581360471797898,0.569250288174843,"ANGPT2/FZD4/ACVRL1",3
"51","all","BP","GO:0035904","aorta development","3/134","54/14153",0.0144847642475491,0.581360471797898,0.569250288174843,"NDST1/ACVRL1/SMAD6",3
"52","all","BP","GO:0001822","kidney development","7/134","271/14153",0.0146339523606986,0.581360471797898,0.569250288174843,"HES5/PODXL/ANGPT2/GFRA1/ZBTB16/SMAD6/PECAM1",7
"53","all","BP","GO:0090630","activation of GTPase activity","4/134","100/14153",0.0149748707519515,0.581360471797898,0.569250288174843,"NEDD9/TBC1D4/ABR/SGSM2",4
"54","all","BP","GO:0150105","protein localization to cell-cell junction","2/134","20/14153",0.0151211478361983,0.581360471797898,0.569250288174843,"MPP7/PECAM1",2
"55","all","BP","GO:0021915","neural tube development","5/134","153/14153",0.0151577153999565,0.581360471797898,0.569250288174843,"HES5/LUZP1/GBX2/KAT5/ST14",5
"56","all","BP","GO:0009267","cellular response to starvation","5/134","154/14153",0.0155506683520509,0.581360471797898,0.569250288174843,"RALB/EHMT2/KAT5/SREBF1/SREBF2",5
"57","all","BP","GO:0061138","morphogenesis of a branching epithelium","5/134","155/14153",0.0159503824490647,0.581360471797898,0.569250288174843,"GBX2/NOTCH4/ST14/COL4A1/TGM2",5
"58","all","BP","GO:2000630","positive regulation of miRNA metabolic process","3/134","56/14153",0.0159685602352802,0.581360471797898,0.569250288174843,"SMAD6/SREBF1/SREBF2",3
"59","all","BP","GO:0045444","fat cell differentiation","6/134","214/14153",0.016172677293392,0.581360471797898,0.569250288174843,"RNASEL/LAMB3/STEAP4/ZBTB16/SMAD6/SREBF1",6
"60","all","BP","GO:0007219","Notch signaling pathway","5/134","156/14153",0.0163569038138861,0.581360471797898,0.569250288174843,"HES5/NOTCH4/NOS3/EGFL7/SREBF2",5
"61","all","BP","GO:0044090","positive regulation of vacuole organization","2/134","21/14153",0.0166102991942257,0.581360471797898,0.569250288174843,"RALB/ATG2A",2
"62","all","BP","GO:0001885","endothelial cell development","3/134","58/14153",0.0175347873551483,0.595562880083256,0.583156849424552,"NOTCH4/ROBO4/PECAM1",3
"63","all","BP","GO:0003177","pulmonary valve development","2/134","22/14153",0.0181593032250071,0.595562880083256,0.583156849424552,"NOS3/SMAD6",2
"64","all","BP","GO:0031338","regulation of vesicle fusion","2/134","22/14153",0.0181593032250071,0.595562880083256,0.583156849424552,"CPLX1/TBC1D4",2
"65","all","BP","GO:0043931","ossification involved in bone maturation","2/134","22/14153",0.0181593032250071,0.595562880083256,0.583156849424552,"ZBTB16/PHOSPHO1",2
"66","all","BP","GO:0009072","aromatic amino acid metabolic process","2/134","23/14153",0.0197669108266394,0.595562880083256,0.583156849424552,"HPDL/TPH2",2
"67","all","BP","GO:0072010","glomerular epithelium development","2/134","23/14153",0.0197669108266394,0.595562880083256,0.583156849424552,"PODXL/PECAM1",2
"68","all","BP","GO:0032835","glomerulus development","3/134","61/14153",0.0200394421303921,0.595562880083256,0.583156849424552,"PODXL/ANGPT2/PECAM1",3
"69","all","BP","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","3/134","62/14153",0.0209158597066812,0.595562880083256,0.583156849424552,"ERRFI1/RALB/ITGA1",3
"70","all","BP","GO:0008203","cholesterol metabolic process","4/134","111/14153",0.0211373777439976,0.595562880083256,0.583156849424552,"FMO5/SREBF1/APOL2/SREBF2",4
"71","all","BP","GO:0032703","negative regulation of interleukin-2 production","2/134","24/14153",0.0214318908748153,0.595562880083256,0.583156849424552,"KAT5/NAV3",2
"72","all","BP","GO:0051984","positive regulation of chromosome segregation","2/134","24/14153",0.0214318908748153,0.595562880083256,0.583156849424552,"RAD18/KAT5",2
"73","all","BP","GO:0070977","bone maturation","2/134","24/14153",0.0214318908748153,0.595562880083256,0.583156849424552,"ZBTB16/PHOSPHO1",2
"74","all","BP","GO:0042632","cholesterol homeostasis","3/134","63/14153",0.0218130718049825,0.595562880083256,0.583156849424552,"COMMD9/LIPG/SREBF2",3
"75","all","BP","GO:0048278","vesicle docking","3/134","63/14153",0.0218130718049825,0.595562880083256,0.583156849424552,"RALB/EXOC3/YKT6",3
"76","all","BP","GO:0001763","morphogenesis of a branching structure","5/134","169/14153",0.0222808969589427,0.595562880083256,0.583156849424552,"GBX2/NOTCH4/ST14/COL4A1/TGM2",5
"77","all","BP","GO:0035296","regulation of tube diameter","4/134","113/14153",0.0224018581186378,0.595562880083256,0.583156849424552,"FAAH/DRD5/ITGA1/NOS3",4
"78","all","BP","GO:0097746","blood vessel diameter maintenance","4/134","113/14153",0.0224018581186378,0.595562880083256,0.583156849424552,"FAAH/DRD5/ITGA1/NOS3",4
"79","all","BP","GO:0055092","sterol homeostasis","3/134","64/14153",0.0227310854780348,0.595562880083256,0.583156849424552,"COMMD9/LIPG/SREBF2",3
"80","all","BP","GO:0035150","regulation of tube size","4/134","114/14153",0.0230510700619559,0.595562880083256,0.583156849424552,"FAAH/DRD5/ITGA1/NOS3",4
"81","all","BP","GO:0003382","epithelial cell morphogenesis","2/134","25/14153",0.0231530299985528,0.595562880083256,0.583156849424552,"NOTCH4/ST14",2
"82","all","BP","GO:0007026","negative regulation of microtubule depolymerization","2/134","25/14153",0.0231530299985528,0.595562880083256,0.583156849424552,"NAV3/BMERB1",2
"83","all","BP","GO:0072012","glomerulus vasculature development","2/134","25/14153",0.0231530299985528,0.595562880083256,0.583156849424552,"ANGPT2/PECAM1",2
"84","all","BP","GO:0003158","endothelium development","4/134","115/14153",0.023711654147111,0.602671209572404,0.590117106969454,"NOTCH4/ROBO4/ACVRL1/PECAM1",4
"85","all","BP","GO:0002009","morphogenesis of an epithelium","9/134","441/14153",0.0243479729713884,0.6077713455158,0.59511100317731,"HES5/LUZP1/GBX2/NOTCH4/PODXL/ST14/ACVRL1/COL4A1/TGM2",9
"86","all","BP","GO:0003281","ventricular septum development","3/134","66/14153",0.0246295141598659,0.6077713455158,0.59511100317731,"LUZP1/NOS3/SMAD6",3
"87","all","BP","GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","2/134","26/14153",0.024929132358511,0.6077713455158,0.59511100317731,"ERRFI1/ITGA1",2
"88","all","BP","GO:0008037","cell recognition","4/134","117/14153",0.0250671001303786,0.6077713455158,0.59511100317731,"EPHB3/NEDD9/ROBO4/PECAM1",4
"89","all","BP","GO:1902652","secondary alcohol metabolic process","4/134","118/14153",0.025762037945398,0.6077713455158,0.59511100317731,"FMO5/SREBF1/APOL2/SREBF2",4
"90","all","BP","GO:1901184","regulation of ERBB signaling pathway","3/134","68/14153",0.026611077959313,0.6077713455158,0.59511100317731,"ERRFI1/RALB/ITGA1",3
"91","all","BP","GO:0001990","regulation of systemic arterial blood pressure by hormone","2/134","27/14153",0.0267590194278619,0.6077713455158,0.59511100317731,"DRD5/NOS3",2
"92","all","BP","GO:0048799","animal organ maturation","2/134","27/14153",0.0267590194278619,0.6077713455158,0.59511100317731,"ZBTB16/PHOSPHO1",2
"93","all","BP","GO:0061437","renal system vasculature development","2/134","27/14153",0.0267590194278619,0.6077713455158,0.59511100317731,"ANGPT2/PECAM1",2
"94","all","BP","GO:0061440","kidney vasculature development","2/134","27/14153",0.0267590194278619,0.6077713455158,0.59511100317731,"ANGPT2/PECAM1",2
"95","all","BP","GO:0045616","regulation of keratinocyte differentiation","2/134","28/14153",0.0286415297756914,0.617740191629609,0.604872190596033,"ERRFI1/ETV4",2
"96","all","BP","GO:0061036","positive regulation of cartilage development","2/134","28/14153",0.0286415297756914,0.617740191629609,0.604872190596033,"ZBTB16/ACVRL1",2
"97","all","BP","GO:0002064","epithelial cell development","5/134","181/14153",0.0288530845465272,0.617740191629609,0.604872190596033,"NOTCH4/PODXL/ROBO4/ST14/PECAM1",5
"98","all","BP","GO:0050886","endocrine process","3/134","71/14153",0.0297389230004924,0.617740191629609,0.604872190596033,"DRD5/NOS3/FZD4",3
"99","all","BP","GO:0016125","sterol metabolic process","4/134","124/14153",0.0301747657102755,0.617740191629609,0.604872190596033,"FMO5/SREBF1/APOL2/SREBF2",4
"100","all","BP","GO:0031114","regulation of microtubule depolymerization","2/134","29/14153",0.0305755188529014,0.617740191629609,0.604872190596033,"NAV3/BMERB1",2
"101","all","BP","GO:0042594","response to starvation","5/134","184/14153",0.0306687127445894,0.617740191629609,0.604872190596033,"RALB/EHMT2/KAT5/SREBF1/SREBF2",5
"102","all","BP","GO:0072073","kidney epithelium development","4/134","126/14153",0.0317389588772724,0.617740191629609,0.604872190596033,"HES5/PODXL/SMAD6/PECAM1",4
"103","all","BP","GO:0090181","regulation of cholesterol metabolic process","2/134","30/14153",0.0325598587805862,0.617740191629609,0.604872190596033,"FMO5/SREBF1",2
"104","all","BP","GO:0090207","regulation of triglyceride metabolic process","2/134","30/14153",0.0325598587805862,0.617740191629609,0.604872190596033,"KAT5/SREBF1",2
"105","all","BP","GO:1901185","negative regulation of ERBB signaling pathway","2/134","30/14153",0.0325598587805862,0.617740191629609,0.604872190596033,"ERRFI1/ITGA1",2
"106","all","BP","GO:0031589","cell-substrate adhesion","7/134","322/14153",0.0335168897699773,0.617740191629609,0.604872190596033,"EPHB3/ITGA1/NEDD9/ANGPT2/FZD4/ACVRL1/SMAD6",7
"107","all","BP","GO:0072175","epithelial tube formation","4/134","129/14153",0.0341733227827103,0.617740191629609,0.604872190596033,"HES5/LUZP1/PODXL/ST14",4
"108","all","BP","GO:0034381","plasma lipoprotein particle clearance","2/134","31/14153",0.0345934381408548,0.617740191629609,0.604872190596033,"CSK/LIPG",2
"109","all","BP","GO:0045601","regulation of endothelial cell differentiation","2/134","31/14153",0.0345934381408548,0.617740191629609,0.604872190596033,"NOTCH4/ACVRL1",2
"110","all","BP","GO:0072006","nephron development","4/134","131/14153",0.0358551428037218,0.617740191629609,0.604872190596033,"HES5/PODXL/ANGPT2/PECAM1",4
"111","all","BP","GO:0043537","negative regulation of blood vessel endothelial cell migration","2/134","32/14153",0.0366751617700737,0.617740191629609,0.604872190596033,"ANGPT2/ACVRL1",2
"112","all","BP","GO:0007286","spermatid development","4/134","134/14153",0.0384664841695713,0.617740191629609,0.604872190596033,"EHMT2/SRPK1/KAT5/DPY19L2",4
"113","all","BP","GO:0015718","monocarboxylic acid transport","4/134","134/14153",0.0384664841695713,0.617740191629609,0.604872190596033,"SLC10A5/ACSL5/SLC16A7/SLCO4A1",4
"114","all","BP","GO:0030509","BMP signaling pathway","4/134","134/14153",0.0384664841695713,0.617740191629609,0.604872190596033,"HES5/KCP/ACVRL1/SMAD6",4
"115","all","BP","GO:0003180","aortic valve morphogenesis","2/134","33/14153",0.0388039505545027,0.617740191629609,0.604872190596033,"NOS3/SMAD6",2
"116","all","BP","GO:0033146","regulation of intracellular estrogen receptor signaling pathway","2/134","33/14153",0.0388039505545027,0.617740191629609,0.604872190596033,"SRARP/ZNF366",2
"117","all","BP","GO:0032963","collagen metabolic process","3/134","79/14153",0.0389841387725957,0.617740191629609,0.604872190596033,"ERRFI1/TRAM2/MMP25",3
"118","all","BP","GO:0140056","organelle localization by membrane tethering","3/134","79/14153",0.0389841387725957,0.617740191629609,0.604872190596033,"RALB/EXOC3/YKT6",3
"119","all","BP","GO:0060041","retina development in camera-type eye","4/134","135/14153",0.0393605943588544,0.617740191629609,0.604872190596033,"FJX1/FZD4/ACVRL1/COL4A1",4
"120","all","BP","GO:0000245","spliceosomal complex assembly","3/134","80/14153",0.0402312128754346,0.617740191629609,0.604872190596033,"RNU1-4/SRPK1/PUF60",3
"121","all","BP","GO:0044272","sulfur compound biosynthetic process","4/134","136/14153",0.0402665449935812,0.617740191629609,0.604872190596033,"NDST1/ST3GAL1/PAPSS2/ACSL5",4
"122","all","BP","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","2/134","34/14153",0.0409787412282978,0.617740191629609,0.604872190596033,"DRD5/NOS3",2
"123","all","BP","GO:0071312","cellular response to alkaloid","2/134","34/14153",0.0409787412282978,0.617740191629609,0.604872190596033,"EHMT2/TGM2",2
"124","all","BP","GO:0050764","regulation of phagocytosis","3/134","81/14153",0.04149835706256,0.617740191629609,0.604872190596033,"RAB27A/CSK/TGM2",3
"125","all","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","4/134","138/14153",0.0421139771776405,0.617740191629609,0.604872190596033,"HES5/NEDD9/GFRA1/PECAM1",4
"126","all","BP","GO:0048511","rhythmic process","6/134","269/14153",0.0427815316169717,0.617740191629609,0.604872190596033,"NOS3/CCAR2/KAT5/FZD4/TPH2/SREBF1",6
"127","all","BP","GO:0019432","triglyceride biosynthetic process","2/134","35/14153",0.043198486173855,0.617740191629609,0.604872190596033,"KAT5/SREBF1",2
"128","all","BP","GO:0031281","positive regulation of cyclase activity","2/134","35/14153",0.043198486173855,0.617740191629609,0.604872190596033,"DRD5/NOS3",2
"129","all","BP","GO:0050775","positive regulation of dendrite morphogenesis","2/134","35/14153",0.043198486173855,0.617740191629609,0.604872190596033,"OBSL1/FZD4",2
"130","all","BP","GO:0051349","positive regulation of lyase activity","2/134","35/14153",0.043198486173855,0.617740191629609,0.604872190596033,"DRD5/NOS3",2
"131","all","BP","GO:0006909","phagocytosis","5/134","203/14153",0.043828568084651,0.617740191629609,0.604872190596033,"HAVCR1/RAB27A/CSK/PECAM1/TGM2",5
"132","all","BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","5/134","203/14153",0.043828568084651,0.617740191629609,0.604872190596033,"HES5/ERRFI1/NEDD9/GFRA1/PECAM1",5
"133","all","BP","GO:0003205","cardiac chamber development","4/134","140/14153",0.0440087832716011,0.617740191629609,0.604872190596033,"LUZP1/NDST1/NOS3/SMAD6",4
"134","all","BP","GO:0009913","epidermal cell differentiation","4/134","140/14153",0.0440087832716011,0.617740191629609,0.604872190596033,"HES5/ERRFI1/ST14/ETV4",4
"135","all","BP","GO:0045766","positive regulation of angiogenesis","4/134","141/14153",0.0449739451452827,0.617740191629609,0.604872190596033,"NOS3/ANGPT2/ACVRL1/FLT1",4
"136","all","BP","GO:0048515","spermatid differentiation","4/134","141/14153",0.0449739451452827,0.617740191629609,0.604872190596033,"EHMT2/SRPK1/KAT5/DPY19L2",4
"137","all","BP","GO:1904018","positive regulation of vasculature development","4/134","141/14153",0.0449739451452827,0.617740191629609,0.604872190596033,"NOS3/ANGPT2/ACVRL1/FLT1",4
"138","all","BP","GO:0031669","cellular response to nutrient levels","5/134","205/14153",0.0453836291070737,0.617740191629609,0.604872190596033,"RALB/EHMT2/KAT5/SREBF1/SREBF2",5
"139","all","BP","GO:0001937","negative regulation of endothelial cell proliferation","2/134","36/14153",0.0454621532244699,0.617740191629609,0.604872190596033,"ACVRL1/FLT1",2
"140","all","BP","GO:0021799","cerebral cortex radially oriented cell migration","2/134","36/14153",0.0454621532244699,0.617740191629609,0.604872190596033,"CCDC141/BMERB1",2
"141","all","BP","GO:0051180","vitamin transport","2/134","36/14153",0.0454621532244699,0.617740191629609,0.604872190596033,"SLC25A32/SLC52A3",2
"142","all","BP","GO:0071772","response to BMP","4/134","143/14153",0.0469397596357669,0.617740191629609,0.604872190596033,"HES5/KCP/ACVRL1/SMAD6",4
"143","all","BP","GO:0071773","cellular response to BMP stimulus","4/134","143/14153",0.0469397596357669,0.617740191629609,0.604872190596033,"HES5/KCP/ACVRL1/SMAD6",4
"144","all","BP","GO:0003203","endocardial cushion morphogenesis","2/134","37/14153",0.0477687254692863,0.617740191629609,0.604872190596033,"NOS3/ACVRL1",2
"145","all","BP","GO:0010770","positive regulation of cell morphogenesis involved in differentiation","2/134","37/14153",0.0477687254692863,0.617740191629609,0.604872190596033,"OBSL1/FZD4",2
"146","all","BP","GO:0045776","negative regulation of blood pressure","2/134","37/14153",0.0477687254692863,0.617740191629609,0.604872190596033,"DRD5/NOS3",2
"147","all","BP","GO:1903146","regulation of autophagy of mitochondrion","2/134","37/14153",0.0477687254692863,0.617740191629609,0.604872190596033,"SREBF1/SREBF2",2
"148","all","BP","GO:0043535","regulation of blood vessel endothelial cell migration","3/134","86/14153",0.0481320092888964,0.617740191629609,0.604872190596033,"NOS3/ANGPT2/ACVRL1",3
"149","all","BP","GO:0030216","keratinocyte differentiation","3/134","87/14153",0.0495176498496033,0.617740191629609,0.604872190596033,"ERRFI1/ST14/ETV4",3
"150","all","BP","GO:0003176","aortic valve development","2/134","38/14153",0.0501172010605105,0.617740191629609,0.604872190596033,"NOS3/SMAD6",2
"151","all","BP","GO:0010769","regulation of cell morphogenesis involved in differentiation","2/134","38/14153",0.0501172010605105,0.617740191629609,0.604872190596033,"OBSL1/FZD4",2
"152","all","BP","GO:0021879","forebrain neuron differentiation","2/134","38/14153",0.0501172010605105,0.617740191629609,0.604872190596033,"HES5/GBX2",2
"153","all","BP","GO:0031111","negative regulation of microtubule polymerization or depolymerization","2/134","38/14153",0.0501172010605105,0.617740191629609,0.604872190596033,"NAV3/BMERB1",2
"154","all","BP","GO:1901532","regulation of hematopoietic progenitor cell differentiation","2/134","38/14153",0.0501172010605105,0.617740191629609,0.604872190596033,"HES5/KAT5",2
"155","all","BP","GO:0022406","membrane docking","3/134","89/14153",0.0523470052508464,0.617740191629609,0.604872190596033,"RALB/EXOC3/YKT6",3
"156","all","BP","GO:0006376","mRNA splice site selection","2/134","39/14153",0.0525065930228647,0.617740191629609,0.604872190596033,"RNU1-4/PUF60",2
"157","all","BP","GO:0032964","collagen biosynthetic process","2/134","39/14153",0.0525065930228647,0.617740191629609,0.604872190596033,"ERRFI1/TRAM2",2
"158","all","BP","GO:0042311","vasodilation","2/134","39/14153",0.0525065930228647,0.617740191629609,0.604872190596033,"ITGA1/NOS3",2
"159","all","BP","GO:0043279","response to alkaloid","3/134","90/14153",0.0537904963108073,0.617740191629609,0.604872190596033,"DRD5/EHMT2/TGM2",3
"160","all","BP","GO:0001974","blood vessel remodeling","2/134","40/14153",0.0549359290652561,0.617740191629609,0.604872190596033,"NOS3/ACVRL1",2
"161","all","BP","GO:0000422","autophagy of mitochondrion","3/134","91/14153",0.0552530419417213,0.617740191629609,0.604872190596033,"ATG2A/SREBF1/SREBF2",3
"162","all","BP","GO:0061726","mitochondrion disassembly","3/134","91/14153",0.0552530419417213,0.617740191629609,0.604872190596033,"ATG2A/SREBF1/SREBF2",3
"163","all","BP","GO:1905954","positive regulation of lipid localization","3/134","92/14153",0.0567345226793279,0.617740191629609,0.604872190596033,"ACSL5/LIPG/SREBF2",3
"164","all","BP","GO:0045747","positive regulation of Notch signaling pathway","2/134","41/14153",0.057404251394636,0.617740191629609,0.604872190596033,"HES5/NOS3",2
"165","all","BP","GO:0046460","neutral lipid biosynthetic process","2/134","41/14153",0.057404251394636,0.617740191629609,0.604872190596033,"KAT5/SREBF1",2
"166","all","BP","GO:0046463","acylglycerol biosynthetic process","2/134","41/14153",0.057404251394636,0.617740191629609,0.604872190596033,"KAT5/SREBF1",2
