"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"15","all","BP","GO:1903522","regulation of blood circulation","15/421","208/13840",0.00176632082412548,0.423567813106833,0.412133584410243,"FAAH/RGS4/RYR2/EPAS1/HOPX/PDE4D/HRH2/NOS3/GLRX3/SCN4B/SLC8A3/ATP2A3/SREBF1/TBX2/SCN1B",15
"16","all","BP","GO:0018212","peptidyl-tyrosine modification","19/421","296/13840",0.00182208598415988,0.423567813106833,0.412133584410243,"HES5/ERRFI1/EPHA2/IL12RB2/TTN/EPHB3/TNK2/IL6ST/NEDD9/FGFR1/GFRA1/ITGA5/FLT1/CSPG4/ZNF592/PLCG2/PECAM1/CADM4/MIF",19
"17","all","BP","GO:0014850","response to muscle activity","4/421","18/13840",0.00184018727902279,0.423567813106833,0.412133584410243,"RYR2/PPARGC1A/SLC7A5/MTFP1",4
"18","all","BP","GO:0043534","blood vessel endothelial cell migration","10/421","111/13840",0.00203781402533282,0.434862036036454,0.423122919376398,"EPHA2/ITGB1BP1/NOS3/ANGPT2/FGFR1/MMRN2/ACVRL1/CDH5/SOX18/MYH9",10
"19","all","BP","GO:0045446","endothelial cell differentiation","9/421","94/13840",0.00222013731208972,0.434862036036454,0.423122919376398,"PDE4D/NOTCH4/AFDN/ROBO4/ACVRL1/CDH5/PECAM1/FASN/SOX18",9
"20","all","BP","GO:0001525","angiogenesis","25/421","444/13840",0.00235154858308405,0.434862036036454,0.423122919376398,"EPHA2/CHI3L1/ITGB1BP1/EPAS1/GBX2/EPHB3/ECSCR/NOTCH4/NOS3/ANGPT2/EGFL7/MMRN2/ROBO4/ACVRL1/ITGA5/FLT1/COL4A1/COL4A2/CSPG4/CDH5/JMJD6/SOX18/XBP1/MYH9/PGK1",25
"21","all","BP","GO:0007219","Notch signaling pathway","12/421","152/13840",0.00235597846429185,0.434862036036454,0.423122919376398,"HES5/ITGB1BP1/SORBS2/CDH6/IL6ST/NOTCH4/NOS3/EGFL7/CFAP58/LLGL1/TBX2/BMP7",12
"22","all","BP","GO:0008016","regulation of heart contraction","13/421","173/13840",0.00244491816836238,0.434862036036454,0.423122919376398,"RGS4/RYR2/EPAS1/HOPX/PDE4D/NOS3/GLRX3/SCN4B/SLC8A3/ATP2A3/SREBF1/TBX2/SCN1B",13
"23","all","BP","GO:0033627","cell adhesion mediated by integrin","8/421","79/13840",0.00271204181897332,0.461400853810548,0.448945320788398,"EPHA2/COL16A1/ITGB1BP1/ITGA9/ITGA1/PODXL/ACER2/ITGA5",8
"24","all","BP","GO:0010749","regulation of nitric oxide mediated signal transduction","3/421","10/13840",0.00285930311020787,0.466185544593475,0.453600848667626,"GUCY1A1/GUCY1A2/CBS",3
"25","all","BP","GO:0043087","regulation of GTPase activity","19/421","311/13840",0.00316814549967723,0.480312975198892,0.467346908764144,"EPHA2/ARHGAP29/RGS4/RAB3GAP2/ITGB1BP1/EPHB3/RASGEF1B/NEDD9/AFDN/PICALM/ARHGAP9/PLXNC1/TBC1D4/ARHGAP44/ARHGAP27/TBC1D16/TGM2/TBC1D10A/PLXNA3",19
"26","all","BP","GO:1902414","protein localization to cell junction","9/421","100/13840",0.00338642648911915,0.480312975198892,0.467346908764144,"CPLX1/HOMER1/MPP7/KIF5B/CDH5/ARHGAP44/PECAM1/BAIAP2/GPC4",9
"27","all","BP","GO:0030513","positive regulation of BMP signaling pathway","5/421","34/13840",0.00341778954643249,0.480312975198892,0.467346908764144,"HES5/CRB2/FBXL15/ACVRL1/CDH5",5
"28","all","BP","GO:0072599","establishment of protein localization to endoplasmic reticulum","6/421","49/13840",0.00353531897103119,0.480312975198892,0.467346908764144,"RAB3GAP2/RYR2/TRAM2/SEC61G/HERPUD1/SGTA",6
"29","all","BP","GO:0060047","heart contraction","14/421","202/13840",0.00355969237944489,0.480312975198892,0.467346908764144,"RGS4/RYR2/EPAS1/TTN/HOPX/PDE4D/NOS3/GLRX3/SCN4B/SLC8A3/ATP2A3/SREBF1/TBX2/SCN1B",14
"30","all","BP","GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis","4/421","22/13840",0.00399603808533351,0.521216567597,0.507146307180747,"EPHA2/ITGB1BP1/MMRN2/ACVRL1",4
"31","all","BP","GO:0046434","organophosphate catabolic process","11/421","143/13840",0.00429981911096479,0.542748134877587,0.528096629010514,"PDE4D/PDE8B/PLA2G7/ENTPD4/PDE7A/PNPLA7/GPD1/PLCG2/LIPG/PLA2G4C/INPP5J",11
"32","all","BP","GO:0045444","fat cell differentiation","14/421","208/13840",0.00461605489598142,0.560011498567582,0.54489396756263,"PPARGC1A/CDS1/STEAP4/INSIG1/CTBP2/ZBTB16/SAV1/ZFP36L1/JDP2/SMAD6/TLCD3B/SREBF1/BMP7/XBP1",14
"33","all","BP","GO:0007263","nitric oxide mediated signal transduction","4/421","23/13840",0.00472281611365454,0.560011498567582,0.54489396756263,"GUCY1A1/NOS3/GUCY1A2/CBS",4
"34","all","BP","GO:0032892","positive regulation of organic acid transport","5/421","37/13840",0.00497001909743444,0.560101267880304,0.544981313549454,"PLA2R1/STXBP1/ACSL5/SLC7A5/MIF",5
"35","all","BP","GO:0070207","protein homotrimerization","3/421","12/13840",0.00500985033882204,0.560101267880304,0.544981313549454,"STEAP4/ASIC1/MIF",3
"36","all","BP","GO:0048010","vascular endothelial growth factor receptor signaling pathway","6/421","53/13840",0.00524328245208612,0.569915673194805,0.554530778631447,"MMRN2/FZD4/ITGA5/FLT1/TMEM204/CADM4",6
"37","all","BP","GO:0003015","heart process","14/421","214/13840",0.00591306159703473,0.600811563235569,0.584592632983995,"RGS4/RYR2/EPAS1/TTN/HOPX/PDE4D/NOS3/GLRX3/SCN4B/SLC8A3/ATP2A3/SREBF1/TBX2/SCN1B",14
"38","all","BP","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","3/421","13/13840",0.00636726745889669,0.600811563235569,0.584592632983995,"CYCS/UQCRB/UQCR10",3
"39","all","BP","GO:0009214","cyclic nucleotide catabolic process","3/421","13/13840",0.00636726745889669,0.600811563235569,0.584592632983995,"PDE4D/PDE8B/PDE7A",3
"40","all","BP","GO:0044344","cellular response to fibroblast growth factor stimulus","8/421","91/13840",0.0064527912403083,0.600811563235569,0.584592632983995,"ITGB1BP1/FGF5/NDST1/RUNX2/FGFR1/FLRT1/ZFP36L1/TBX2",8
"41","all","BP","GO:0002064","epithelial cell development","12/421","173/13840",0.00667260988311434,0.600811563235569,0.584592632983995,"EPHA2/EPAS1/IL6ST/PDE4D/NOTCH4/AFDN/PODXL/ROBO4/CDH5/PECAM1/FASN/SOX18",12
"42","all","BP","GO:0003158","endothelium development","9/421","111/13840",0.0067260193317563,0.600811563235569,0.584592632983995,"PDE4D/NOTCH4/AFDN/ROBO4/ACVRL1/CDH5/PECAM1/FASN/SOX18",9
"43","all","BP","GO:0048489","synaptic vesicle transport","5/421","40/13840",0.00696561556154505,0.600811563235569,0.584592632983995,"DNM1/KIF5B/AP3M1/PICALM/RAB27A",5
"44","all","BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","13/421","198/13840",0.00761494932659143,0.600811563235569,0.584592632983995,"HES5/ERRFI1/TNK2/IL6ST/NEDD9/GFRA1/ITGA5/CSPG4/ZNF592/PLCG2/PECAM1/CADM4/MIF",13
"45","all","BP","GO:0070972","protein localization to endoplasmic reticulum","7/421","75/13840",0.00769027155683071,0.600811563235569,0.584592632983995,"RAB3GAP2/RYR2/TRAM2/SEC61G/INSIG1/HERPUD1/SGTA",7
"46","all","BP","GO:0021545","cranial nerve development","5/421","41/13840",0.0077394557360306,0.600811563235569,0.584592632983995,"DRGX/NAV2/TCIRG1/SIX4/PLXNA3",5
"47","all","BP","GO:0014902","myotube differentiation","8/421","94/13840",0.00781541380537575,0.600811563235569,0.584592632983995,"NLN/HOMER1/BHLHE41/SIX4/IL4R/RBM38/XBP1/MYH9",8
"48","all","BP","GO:0031115","negative regulation of microtubule polymerization","3/421","14/13840",0.00792299097823009,0.600811563235569,0.584592632983995,"FKBP4/CDH5/INPP5J",3
"49","all","BP","GO:0070206","protein trimerization","3/421","14/13840",0.00792299097823009,0.600811563235569,0.584592632983995,"STEAP4/ASIC1/MIF",3
"50","all","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","10/421","135/13840",0.0082097876084307,0.600811563235569,0.584592632983995,"HES5/TNK2/IL6ST/NEDD9/GFRA1/ITGA5/CSPG4/PLCG2/PECAM1/MIF",10
"51","all","BP","GO:0072521","purine-containing compound metabolic process","25/421","491/13840",0.00839844480557306,0.600811563235569,0.584592632983995,"KCNAB2/ICMT/EPHA2/FMO5/PPARGC1A/GUCY1A1/PDE4D/PDE8B/ELOVL4/ADCY1/IMPDH1/NOS3/ENTPD4/PDE7A/PAPSS2/ACSL5/GUCY1A2/SDHD/GPD1/ADCY4/QPRT/ACACA/NDUFV2/PGK1/MPP1",25
"52","all","BP","GO:0022904","respiratory electron transport chain","9/421","115/13840",0.0084237612528935,0.600811563235569,0.584592632983995,"PPARGC1A/COX7C/NDUFA4/CYCS/UQCRB/SDHD/GPD1/NDUFV2/UQCR10",9
"53","all","BP","GO:0090314","positive regulation of protein targeting to membrane","4/421","27/13840",0.00850734974580109,0.600811563235569,0.584592632983995,"ITGB1BP1/MFF/TCAF2/ANK3",4
"54","all","BP","GO:1904037","positive regulation of epithelial cell apoptotic process","4/421","27/13840",0.00850734974580109,0.600811563235569,0.584592632983995,"PLA2R1/CAPN10/ECSCR/SAV1",4
"55","all","BP","GO:0044331","cell-cell adhesion mediated by cadherin","5/421","42/13840",0.00857110320218215,0.600811563235569,0.584592632983995,"CDH6/NOTCH4/AFDN/CDH5/MMP24",5
"56","all","BP","GO:0071774","response to fibroblast growth factor","8/421","96/13840",0.00883702252252722,0.600811563235569,0.584592632983995,"ITGB1BP1/FGF5/NDST1/RUNX2/FGFR1/FLRT1/ZFP36L1/TBX2",8
"57","all","BP","GO:0006163","purine nucleotide metabolic process","24/421","470/13840",0.00938443625903997,0.600811563235569,0.584592632983995,"KCNAB2/EPHA2/FMO5/PPARGC1A/GUCY1A1/PDE4D/PDE8B/ELOVL4/ADCY1/IMPDH1/NOS3/ENTPD4/PDE7A/PAPSS2/ACSL5/GUCY1A2/SDHD/GPD1/ADCY4/QPRT/ACACA/NDUFV2/PGK1/MPP1",24
"58","all","BP","GO:0009395","phospholipid catabolic process","5/421","43/13840",0.00946257959552994,0.600811563235569,0.584592632983995,"PLA2G7/PNPLA7/PLCG2/LIPG/PLA2G4C",5
"59","all","BP","GO:0051014","actin filament severing","3/421","15/13840",0.00968312872149829,0.600811563235569,0.584592632983995,"SVIL/FMNL1/MYH9",3
"60","all","BP","GO:0090287","regulation of cellular response to growth factor stimulus","16/421","274/13840",0.00981175635363887,0.600811563235569,0.584592632983995,"HES5/CRIM1/RUNX2/FGFR1/CRB2/MMRN2/FBXL15/FZD4/ACVRL1/ITGA5/LATS2/RNF111/SMAD6/TMEM204/CDH5/CADM4",16
"61","all","BP","GO:0003012","muscle system process","19/421","347/13840",0.00997529230303237,0.600811563235569,0.584592632983995,"ERRFI1/RGS4/RYR2/TTN/MYLK/KLF15/GUCY1A1/SORBS2/IL6ST/PDE4D/HOMER1/NOS3/GLRX3/SCN4B/SLC8A3/CAMTA2/TBX2/SCN1B/SMTN",19
"62","all","BP","GO:0045600","positive regulation of fat cell differentiation","6/421","61/13840",0.0103579392771734,0.600811563235569,0.584592632983995,"CDS1/ZBTB16/SAV1/ZFP36L1/BMP7/XBP1",6
"63","all","BP","GO:0045598","regulation of fat cell differentiation","9/421","119/13840",0.0104289198806112,0.600811563235569,0.584592632983995,"CDS1/INSIG1/ZBTB16/SAV1/ZFP36L1/JDP2/TLCD3B/BMP7/XBP1",9
"64","all","BP","GO:0051146","striated muscle cell differentiation","14/421","230/13840",0.0108362575474129,0.600811563235569,0.584592632983995,"RGS4/OBSCN/TTN/OBSL1/HOPX/SORBS2/NLN/HOMER1/BHLHE41/SIX4/IL4R/RBM38/XBP1/MYH9",14
"65","all","BP","GO:0010737","protein kinase A signaling","4/421","29/13840",0.010977966432451,0.600811563235569,0.584592632983995,"TTN/MC1R/SPATC1L/MIF",4
"66","all","BP","GO:0010830","regulation of myotube differentiation","4/421","29/13840",0.010977966432451,0.600811563235569,0.584592632983995,"NLN/BHLHE41/RBM38/XBP1",4
"67","all","BP","GO:0022900","electron transport chain","11/421","163/13840",0.0111622114760639,0.600811563235569,0.584592632983995,"PHGDH/PPARGC1A/COX7C/NDUFA4/CYCS/STEAP4/UQCRB/SDHD/GPD1/NDUFV2/UQCR10",11
"68","all","BP","GO:0007528","neuromuscular junction development","5/421","45/13840",0.0114328351562478,0.600811563235569,0.584592632983995,"UNC13B/TNC/ANK3/COL4A1/SIX4",5
"69","all","BP","GO:0007162","negative regulation of cell adhesion","14/421","232/13840",0.0116283447134638,0.600811563235569,0.584592632983995,"ITGB1BP1/BTN2A2/NOTCH4/ADAM22/PODXL/ANGPT2/ACER2/LRRC32/FZD4/ACVRL1/PLXNC1/IL4R/ADAMTS18/PLXNA3",14
"70","all","BP","GO:0001574","ganglioside biosynthetic process","3/421","16/13840",0.0116526516084642,0.600811563235569,0.584592632983995,"ST3GAL1/ST8SIA6/B4GALNT1",3
"71","all","BP","GO:0090150","establishment of protein localization to membrane","15/421","256/13840",0.0118324451730434,0.600811563235569,0.584592632983995,"ICMT/RAB3GAP2/ITGB1BP1/MFF/GORASP1/CPLX1/HSPA4/TRAM2/AFDN/SEC61G/TCAF2/ANK3/RAB3IP/ARHGAP44/SGTA",15
"72","all","BP","GO:0032890","regulation of organic acid transport","6/421","63/13840",0.0120515625157912,0.600811563235569,0.584592632983995,"RGS4/PLA2R1/STXBP1/ACSL5/SLC7A5/MIF",6
"73","all","BP","GO:0001945","lymph vessel development","4/421","30/13840",0.0123694124094571,0.600811563235569,0.584592632983995,"EPHA2/ACVRL1/TMEM204/SOX18",4
"74","all","BP","GO:1901185","negative regulation of ERBB signaling pathway","4/421","30/13840",0.0123694124094571,0.600811563235569,0.584592632983995,"ERRFI1/RNF115/ITGA1/PTPN12",4
"75","all","BP","GO:0031532","actin cytoskeleton reorganization","8/421","102/13840",0.012502565421272,0.600811563235569,0.584592632983995,"CDC42BPA/CAPN10/TNIK/NEDD9/CARMIL3/BAIAP2/MYH9/PARVB",8
"76","all","BP","GO:0008593","regulation of Notch signaling pathway","7/421","83/13840",0.013099349657806,0.600811563235569,0.584592632983995,"HES5/ITGB1BP1/IL6ST/NOS3/EGFL7/LLGL1/BMP7",7
"77","all","BP","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","8/421","103/13840",0.0132078939806746,0.600811563235569,0.584592632983995,"HES5/RBPMS/CRB2/FBXL15/ACVRL1/RNF111/CDH5/BMP7",8
"78","all","BP","GO:0006164","purine nucleotide biosynthetic process","14/421","236/13840",0.0133474567607846,0.600811563235569,0.584592632983995,"PPARGC1A/GUCY1A1/ELOVL4/ADCY1/IMPDH1/NOS3/PAPSS2/ACSL5/GUCY1A2/SDHD/ADCY4/QPRT/ACACA/NDUFV2",14
"79","all","BP","GO:0060562","epithelial tube morphogenesis","16/421","284/13840",0.0134659116088124,0.600811563235569,0.584592632983995,"HES5/EPHA2/LUZP1/RYR2/GBX2/NOTCH4/PODXL/MMRN2/MICAL2/ACVRL1/COL4A1/SIX4/HS3ST3B1/TBX2/BMP7/SOX18",16
"80","all","BP","GO:0006584","catecholamine metabolic process","5/421","47/13840",0.0136652569791408,0.600811563235569,0.584592632983995,"EPAS1/PNKD/SNCB/DAO/COMT",5
"81","all","BP","GO:0009712","catechol-containing compound metabolic process","5/421","47/13840",0.0136652569791408,0.600811563235569,0.584592632983995,"EPAS1/PNKD/SNCB/DAO/COMT",5
"82","all","BP","GO:0070830","bicellular tight junction assembly","5/421","47/13840",0.0136652569791408,0.600811563235569,0.584592632983995,"EPHA2/AFDN/MPP7/CDH5/PECAM1",5
"83","all","BP","GO:0010738","regulation of protein kinase A signaling","3/421","17/13840",0.0138354743451263,0.600811563235569,0.584592632983995,"MC1R/SPATC1L/MIF",3
"84","all","BP","GO:0060713","labyrinthine layer morphogenesis","3/421","17/13840",0.0138354743451263,0.600811563235569,0.584592632983995,"DNAJB6/ZFP36L1/BMP7",3
"85","all","BP","GO:0099515","actin filament-based transport","3/421","17/13840",0.0138354743451263,0.600811563235569,0.584592632983995,"SYNE2/MYO19/MYO5B",3
"86","all","BP","GO:2000193","positive regulation of fatty acid transport","3/421","17/13840",0.0138354743451263,0.600811563235569,0.584592632983995,"PLA2R1/ACSL5/MIF",3
"87","all","BP","GO:0030224","monocyte differentiation","4/421","31/13840",0.0138687796932324,0.600811563235569,0.584592632983995,"ZFP36L1/FASN/ZBTB46/MYH9",4
"88","all","BP","GO:0009260","ribonucleotide biosynthetic process","13/421","214/13840",0.0139993413911108,0.600811563235569,0.584592632983995,"CTPS1/PPARGC1A/GUCY1A1/ELOVL4/ADCY1/IMPDH1/PAPSS2/ACSL5/GUCY1A2/SDHD/ADCY4/ACACA/NDUFV2",13
"89","all","BP","GO:0009259","ribonucleotide metabolic process","21/421","411/13840",0.0144560874459789,0.600811563235569,0.584592632983995,"EPHA2/CTPS1/PPARGC1A/GUCY1A1/PDE4D/PDE8B/ELOVL4/ADCY1/IMPDH1/ENTPD4/PDE7A/PAPSS2/ACSL5/GUCY1A2/SDHD/GPD1/ADCY4/ACACA/NDUFV2/PGK1/MPP1",21
"90","all","BP","GO:0006612","protein targeting to membrane","9/421","126/13840",0.0147736983905139,0.600811563235569,0.584592632983995,"ICMT/ITGB1BP1/MFF/TRAM2/SEC61G/TCAF2/ANK3/RAB3IP/SGTA",9
"91","all","BP","GO:0043537","negative regulation of blood vessel endothelial cell migration","4/421","32/13840",0.0154786648783443,0.600811563235569,0.584592632983995,"ITGB1BP1/ANGPT2/MMRN2/ACVRL1",4
"92","all","BP","GO:0090313","regulation of protein targeting to membrane","4/421","32/13840",0.0154786648783443,0.600811563235569,0.584592632983995,"ITGB1BP1/MFF/TCAF2/ANK3",4
"93","all","BP","GO:0043500","muscle adaptation","7/421","86/13840",0.0156993891415464,0.600811563235569,0.584592632983995,"ERRFI1/RGS4/KLF15/IL6ST/NOS3/GLRX3/CAMTA2",7
"94","all","BP","GO:0043535","regulation of blood vessel endothelial cell migration","7/421","86/13840",0.0156993891415464,0.600811563235569,0.584592632983995,"EPHA2/ITGB1BP1/NOS3/ANGPT2/FGFR1/MMRN2/ACVRL1",7
"95","all","BP","GO:0044057","regulation of system process","23/421","467/13840",0.0160832208667622,0.600811563235569,0.584592632983995,"ERRFI1/FAAH/RGS4/RYR2/EPAS1/GPR35/HOPX/GUCY1A1/IL6ST/PDE4D/HOMER1/HRH2/SGK1/NOS3/UNC13B/GLRX3/SCN4B/SLC8A3/ATP2A3/SREBF1/TBX2/BAIAP2/SCN1B",23
"96","all","BP","GO:0001946","lymphangiogenesis","3/421","18/13840",0.016234531758347,0.600811563235569,0.584592632983995,"EPHA2/ACVRL1/SOX18",3
"97","all","BP","GO:0061298","retina vasculature development in camera-type eye","3/421","18/13840",0.016234531758347,0.600811563235569,0.584592632983995,"FZD4/ACVRL1/COL4A1",3
"98","all","BP","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","3/421","18/13840",0.016234531758347,0.600811563235569,0.584592632983995,"SYVN1/HERPUD1/XBP1",3
"99","all","BP","GO:0018958","phenol-containing compound metabolic process","7/421","87/13840",0.0166420946889054,0.600811563235569,0.584592632983995,"EPAS1/PNKD/SNCB/TPH2/DAO/MC1R/COMT",7
"100","all","BP","GO:0030510","regulation of BMP signaling pathway","7/421","87/13840",0.0166420946889054,0.600811563235569,0.584592632983995,"HES5/CRIM1/CRB2/FBXL15/ACVRL1/SMAD6/CDH5",7
"101","all","BP","GO:0009165","nucleotide biosynthetic process","15/421","267/13840",0.0167864961966484,0.600811563235569,0.584592632983995,"CTPS1/PPARGC1A/GUCY1A1/ELOVL4/ADCY1/IMPDH1/NOS3/PAPSS2/ACSL5/GUCY1A2/SDHD/ADCY4/QPRT/ACACA/NDUFV2",15
"102","all","BP","GO:0060041","retina development in camera-type eye","9/421","129/13840",0.0169959876352277,0.600811563235569,0.584592632983995,"PRPH2/USP45/CRB2/FJX1/TCIRG1/FZD4/ACVRL1/COL4A1/JMJD6",9
"103","all","BP","GO:0008543","fibroblast growth factor receptor signaling pathway","6/421","68/13840",0.0171197691419325,0.600811563235569,0.584592632983995,"FGF5/NDST1/RUNX2/FGFR1/FLRT1/TBX2",6
"104","all","BP","GO:0030048","actin filament-based movement","8/421","108/13840",0.0171772033161359,0.600811563235569,0.584592632983995,"RYR2/PDE4D/SCN4B/SYNE2/MYO19/MYO5B/SCN1B/MYH9",8
"105","all","BP","GO:0051180","vitamin transport","4/421","33/13840",0.0172014420800731,0.600811563235569,0.584592632983995,"SLC2A1/ABCC5/SLC25A32/SLC52A3",4
"106","all","BP","GO:0003018","vascular process in circulatory system","13/421","220/13840",0.0172403764983958,0.600811563235569,0.584592632983995,"SLC2A1/FAAH/ITGB1BP1/ABCC5/GUCY1A1/ITGA1/HRH2/NOS3/SLC16A7/CDH5/SLC7A5/ATP2A3/CBS",13
"107","all","BP","GO:0046390","ribose phosphate biosynthetic process","13/421","220/13840",0.0172403764983958,0.600811563235569,0.584592632983995,"CTPS1/PPARGC1A/GUCY1A1/ELOVL4/ADCY1/IMPDH1/PAPSS2/ACSL5/GUCY1A2/SDHD/ADCY4/ACACA/NDUFV2",13
"108","all","BP","GO:1901293","nucleoside phosphate biosynthetic process","15/421","268/13840",0.0173056751060705,0.600811563235569,0.584592632983995,"CTPS1/PPARGC1A/GUCY1A1/ELOVL4/ADCY1/IMPDH1/NOS3/PAPSS2/ACSL5/GUCY1A2/SDHD/ADCY4/QPRT/ACACA/NDUFV2",15
"109","all","BP","GO:0009150","purine ribonucleotide metabolic process","20/421","393/13840",0.0174092193667137,0.600811563235569,0.584592632983995,"EPHA2/PPARGC1A/GUCY1A1/PDE4D/PDE8B/ELOVL4/ADCY1/IMPDH1/ENTPD4/PDE7A/PAPSS2/ACSL5/GUCY1A2/SDHD/GPD1/ADCY4/ACACA/NDUFV2/PGK1/MPP1",20
"110","all","BP","GO:0019693","ribose phosphate metabolic process","21/421","419/13840",0.0175557414674752,0.600811563235569,0.584592632983995,"EPHA2/CTPS1/PPARGC1A/GUCY1A1/PDE4D/PDE8B/ELOVL4/ADCY1/IMPDH1/ENTPD4/PDE7A/PAPSS2/ACSL5/GUCY1A2/SDHD/GPD1/ADCY4/ACACA/NDUFV2/PGK1/MPP1",21
"111","all","BP","GO:0019646","aerobic electron transport chain","7/421","88/13840",0.0176241504008994,0.600811563235569,0.584592632983995,"COX7C/NDUFA4/CYCS/UQCRB/SDHD/NDUFV2/UQCR10",7
"112","all","BP","GO:0072522","purine-containing compound biosynthetic process","14/421","245/13840",0.01793171233679,0.600811563235569,0.584592632983995,"PPARGC1A/GUCY1A1/ELOVL4/ADCY1/IMPDH1/NOS3/PAPSS2/ACSL5/GUCY1A2/SDHD/ADCY4/QPRT/ACACA/NDUFV2",14
"113","all","BP","GO:0030509","BMP signaling pathway","9/421","131/13840",0.0186072805723728,0.600811563235569,0.584592632983995,"HES5/CRIM1/RUNX2/CRB2/FBXL15/ACVRL1/SMAD6/CDH5/BMP7",9
"114","all","BP","GO:0003299","muscle hypertrophy in response to stress","3/421","19/13840",0.0188518509786235,0.600811563235569,0.584592632983995,"ERRFI1/KLF15/CAMTA2",3
"115","all","BP","GO:0006662","glycerol ether metabolic process","3/421","19/13840",0.0188518509786235,0.600811563235569,0.584592632983995,"PLA2G7/FASN/PLA2G4C",3
"116","all","BP","GO:0014887","cardiac muscle adaptation","3/421","19/13840",0.0188518509786235,0.600811563235569,0.584592632983995,"ERRFI1/KLF15/CAMTA2",3
