"Ontology","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"KEGG","-1","hsa05217","Basal cell carcinoma","6/79","56/6255",6.58202008619702e-05,0.0053199593398016,0.00498457728772619,"54361/1499/51176/7472/6934/7473",6
"BP","1","GO:0021953","central nervous system neuron differentiation","7/88","161/14006",6.76975462755632e-05,0.00672913609979098,0.00607615169729441,"DLX2/ERBB4/WNT7A/GABRB1/DLX5/LHX6/SOX1",7
"BP","1","GO:0050806","positive regulation of synaptic transmission","7/88","163/14006",7.31858971982029e-05,0.00682001079515753,0.00615820806029615,"WNT7A/RIMS1/NRGN/CACNB3/CACNG3/PRRT2/BAIAP2",7
"BP","-1","GO:0042445","hormone metabolic process","9/169","148/14006",7.65443998046568e-05,0.0210837296795271,0.0198209708967848,"WNT4/RPE65/CYP27C1/AKR1C2/TCF7L2/RDH12/DHRS13/TTR/CYP2S1",9
"BP","1","GO:0050803","regulation of synapse structure or activity","8/88","226/14006",8.60838138916701e-05,0.0075500568536753,0.00681741163885115,"NGEF/WNT7A/SEPTIN11/HOMER1/ADGRB3/NEURL1/SIPA1L1/BAIAP2",8
"CC","1","GO:0099634","postsynaptic specialization membrane","6/93","113/14487",8.65533089538638e-05,0.00120127752817944,0.000843001774161012,"KCNH1/ERBB4/LRRC4C/CHRM1/CACNG3/PRRT2",6
"KEGG","-1","hsa04916","Melanogenesis","7/79","85/6255",8.76916374692571e-05,0.0053199593398016,0.00498457728772619,"54361/1499/51176/7472/6934/7473/5332",7
"CC","1","GO:0031256","leading edge membrane","7/93","164/14487",8.77645682688177e-05,0.00120127752817944,0.000843001774161012,"KCNH1/GABRA2/ADGRV1/RIPOR2/PSD/DDN/GABRG3",7
"BP","1","GO:0099171","presynaptic modulation of chemical synaptic transmission","3/88","15/14006",0.000103255909581166,0.00855303117697326,0.00772305896808839,"RAB26/PRKCB/PRRT2",3
"MF","1","GO:0004890","GABA-A receptor activity","3/88","15/13992",0.000103560514422387,0.00780237615239254,0.00638791030020442,"GABRA2/GABRB1/GABRG3",3
"BP","-1","GO:0006066","alcohol metabolic process","13/169","312/14006",0.000105885301325501,0.0256116499971798,0.0240777024240488,"WNT4/RPE65/CYP27C1/ASAH1/EPHX2/AKR1C2/ALDH3B1/PCK2/RDH12/DHRS13/TTR/PLCB4/SPTLC3",13
"CC","1","GO:1902711","GABA-A receptor complex","3/93","15/14487",0.000110196712104802,0.00141959293829127,0.000996205570730714,"GABRA2/GABRB1/GABRG3",3
"BP","-1","GO:0120254","olefinic compound metabolic process","7/169","91/14006",0.000113645885425163,0.0256116499971798,0.0240777024240488,"WNT4/RPE65/CYP27C1/EPHX2/AKR1C2/DHRS13/CYP2S1",7
"MF","-1","GO:0005231","excitatory extracellular ligand-gated ion channel activity","4/176","21/13992",0.000122490391034115,0.0288588262546685,0.0268587806874357,"GLRA1/CHRNA2/CHRNA6/CHRNA3",4
"MF","1","GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","4/88","41/13992",0.000123847240514167,0.00780237615239254,0.00638791030020442,"GABRA2/GABRB1/CHRM1/GABRG3",4
"CC","1","GO:1902710","GABA receptor complex","3/93","16/14487",0.000134996625459532,0.00164245894309097,0.00115260276708138,"GABRA2/GABRB1/GABRG3",3
"MF","-1","GO:0030276","clathrin binding","6/176","63/13992",0.000136448351085903,0.0288588262546685,0.0268587806874357,"DNER/DAB2/GPR107/SYT9/EPN3/CLTCL1",6
"BP","1","GO:0097061","dendritic spine organization","5/88","80/14006",0.000144901627881415,0.0113709645879573,0.0102675447124836,"NGEF/WNT7A/HOMER1/SIPA1L1/BAIAP2",5
"BP","1","GO:0098815","modulation of excitatory postsynaptic potential","4/88","44/14006",0.000163025361334772,0.0121535406875073,0.0109741809024828,"WNT7A/RIMS1/CACNB3/BAIAP2",4
"BP","-1","GO:0016055","Wnt signaling pathway","16/169","466/14006",0.000165324086744795,0.0318050014651615,0.0299001181477538,"WNT4/WLS/VANGL1/LGR6/SDC1/LYPD6/RBMS3/CTNNB1/LEF1/DAB2/WNT2/TNKS2/TCF7L2/AMOTL1/NKD1/WNT3",16
"CC","1","GO:0098685","Schaffer collateral - CA1 synapse","5/93","81/14487",0.000170596667334985,0.00196635106033483,0.00137989548093672,"WNT7A/LRRC4C/CHRM1/CACNG3/BAIAP2",5
"BP","-1","GO:0198738","cell-cell signaling by wnt","16/169","468/14006",0.000173588761675869,0.0318050014651615,0.0299001181477538,"WNT4/WLS/VANGL1/LGR6/SDC1/LYPD6/RBMS3/CTNNB1/LEF1/DAB2/WNT2/TNKS2/TCF7L2/AMOTL1/NKD1/WNT3",16
"BP","-1","GO:0071542","dopaminergic neuron differentiation","4/169","24/14006",0.00018001836750619,0.0318050014651615,0.0299001181477538,"CTNNB1/WNT2/OTX2/WNT3",4
"BP","1","GO:0031644","regulation of nervous system process","6/88","132/14006",0.000180024507961513,0.0127817400652674,0.0115414208362293,"WNT7A/HOMER1/RIMS1/DLGAP2/CACNB3/BAIAP2",6
"MF","1","GO:0016917","GABA receptor activity","3/88","18/13992",0.000183206708832144,0.00909595059797065,0.00744697709775375,"GABRA2/GABRB1/GABRG3",3
"CC","-1","GO:0005892","acetylcholine-gated channel complex","3/172","10/14487",0.00018562293637492,0.0135611430047934,0.0125171587043458,"CHRNA2/CHRNA6/CHRNA3",3
"BP","-1","GO:0072079","nephron tubule formation","3/169","10/14006",0.000194598238654289,0.0318050014651615,0.0299001181477538,"CTNNB1/IRX1/IRX3",3
"BP","-1","GO:0006720","isoprenoid metabolic process","7/169","100/14006",0.000205276330553684,0.0318050014651615,0.0299001181477538,"RPE65/SDC1/CYP27C1/RDH12/DHRS13/TTR/CYP2S1",7
"MF","-1","GO:0005201","extracellular matrix structural constituent","8/176","128/13992",0.000211983667160851,0.02988969706968,0.027818207550231,"HMCN1/MATN3/COL4A4/COL4A3/IMPG2/THSD4/EMILIN2/SRPX",8
"CC","1","GO:0034702","ion channel complex","8/93","252/14487",0.000213610653908172,0.00233903666029448,0.00164142923529437,"KCNH1/RYR2/GABRA2/GABRB1/CACNB3/GABRG3/CACNG3/CACNA1I",8
"MF","1","GO:0099095","ligand-gated anion channel activity","3/88","19/13992",0.000216570252332634,0.00909595059797065,0.00744697709775375,"GABRA2/GABRB1/GABRG3",3
"BP","1","GO:0106027","neuron projection organization","5/88","88/14006",0.000227022283849155,0.0153859193281405,0.0138928947867498,"NGEF/WNT7A/HOMER1/SIPA1L1/BAIAP2",5
"CC","-1","GO:0035578","azurophil granule lumen","6/172","74/14487",0.00024386693185851,0.0135611430047934,0.0125171587043458,"HEBP2/FUCA2/CTSC/GNS/ANXA2/TTR",6
"BP","-1","GO:0003002","regionalization","11/169","253/14006",0.000251830007808144,0.0367227405503758,0.0345233211942558,"WLS/GBX2/CTNNB1/SEMA3F/LEF1/IRX1/WNT2/OTX2/NKD1/IRX3/WNT3",11
"CC","-1","GO:1990907","beta-catenin-TCF complex","3/172","11/14487",0.00025300639934316,0.0135611430047934,0.0125171587043458,"CTNNB1/LEF1/TCF7L2",3
"MF","1","GO:0005216","ion channel activity","9/88","338/13992",0.000268808195410485,0.00967709503477747,0.00792276786473009,"KCNH1/RYR2/GABRA2/GABRB1/CACNB3/KCNH3/GABRG3/CACNG3/CACNA1I",9
"CC","1","GO:0098793","presynapse","11/93","486/14487",0.000275388202361986,0.00287190553891785,0.00201537230801253,"KCNH1/ERBB4/WNT7A/GABRA2/RIMS1/CHRM1/PDE2A/RAB26/PRKCB/PRRT2/BAIAP2",11
"BP","1","GO:0048814","regulation of dendrite morphogenesis","5/88","92/14006",0.000279431641491604,0.0181144598897383,0.0163566622182042,"NGEF/ADGRB3/LZTS1/SIPA1L1/BAIAP2",5
"BP","-1","GO:0031128","developmental induction","4/169","27/14006",0.000289050354131256,0.0398086571050769,0.037424414271731,"WNT4/CTNNB1/WNT2/WNT3",4
"CC","1","GO:0042734","presynaptic membrane","6/93","143/14487",0.000313673016786273,0.00300651005901673,0.00210983162036262,"KCNH1/ERBB4/RIMS1/CHRM1/PDE2A/PRRT2",6
"CC","1","GO:0099061","integral component of postsynaptic density membrane","4/93","51/14487",0.000315752197978926,0.00300651005901673,0.00210983162036262,"ERBB4/LRRC4C/CHRM1/CACNG3",4
"CC","-1","GO:1990909","Wnt signalosome","3/172","12/14487",0.000334402482143448,0.0141178130807452,0.0130309743675378,"CTNNB1/WNT2/WNT3",3
"CC","1","GO:1902495","transmembrane transporter complex","8/93","270/14487",0.000340287114009201,0.00310511991533396,0.0021790315195326,"KCNH1/RYR2/GABRA2/GABRB1/CACNB3/GABRG3/CACNG3/CACNA1I",8
"BP","-1","GO:0007601","visual perception","8/169","144/14006",0.00035648358259605,0.0441861400627804,0.0415397185193503,"RPE65/RGS16/HMCN1/IMPG2/GLRA1/EYA4/MFRP/RDH12",8
"BP","-1","GO:0009952","anterior/posterior pattern specification","8/169","144/14006",0.00035648358259605,0.0441861400627804,0.0415397185193503,"WLS/GBX2/CTNNB1/LEF1/WNT2/OTX2/NKD1/WNT3",8
"MF","1","GO:0098960","postsynaptic neurotransmitter receptor activity","4/88","54/13992",0.000363430536664595,0.0114480619049347,0.00937268226135008,"GABRA2/GABRB1/CHRM1/GABRG3",4
"CC","-1","GO:0005775","vacuolar lumen","8/172","147/14487",0.000368748849123942,0.0141178130807452,0.0130309743675378,"SDC1/HEBP2/FUCA2/ASAH1/CTSC/GNS/ANXA2/TTR",8
"KEGG","-1","hsa00830","Retinol metabolism","4/79","28/6255",0.000383312081908259,0.0174406997268258,0.0163411992813521,"6121/339761/145226/29785",4
"CC","1","GO:0099146","intrinsic component of postsynaptic density membrane","4/93","54/14487",0.000393766683300703,0.00344939614571416,0.00242062887418538,"ERBB4/LRRC4C/CHRM1/CACNG3",4
"KEGG","1","hsa04921","Oxytocin signaling pathway","6/44","140/6255",0.000395760869375973,0.020148308020692,0.0183232017087568,"6262/57118/784/10645/5579/10368",6
"BP","-1","GO:0050953","sensory perception of light stimulus","8/169","147/14006",0.000409476101681414,0.0483376788603916,0.0454426109835915,"RPE65/RGS16/HMCN1/IMPG2/GLRA1/EYA4/MFRP/RDH12",8
"KEGG","1","hsa04723","Retrograde endocannabinoid signaling","6/44","141/6255",0.000411189959605959,0.020148308020692,0.0183232017087568,"2555/2560/22999/2567/5579/4541",6
"BP","1","GO:0060996","dendritic spine development","5/88","100/14006",0.000411308804989116,0.0255525595099488,0.0230729807711,"NGEF/WNT7A/NEURL1/SIPA1L1/BAIAP2",5
"CC","1","GO:1990351","transporter complex","8/93","278/14487",0.00041352597115662,0.0034831610647423,0.00244432355420512,"KCNH1/RYR2/GABRA2/GABRB1/CACNB3/GABRG3/CACNG3/CACNA1I",8
"BP","1","GO:0007214","gamma-aminobutyric acid signaling pathway","3/88","24/14006",0.00044091070352432,0.0258396211748702,0.023332186439803,"GABRA2/GABRB1/GABRG3",3
"BP","1","GO:0099175","regulation of postsynapse organization","5/88","102/14006",0.000450590308884389,0.0258396211748702,0.023332186439803,"NGEF/WNT7A/HOMER1/SIPA1L1/BAIAP2",5
"BP","-1","GO:1904948","midbrain dopaminergic neuron differentiation","3/169","13/14006",0.000451584528407831,0.0508853657237733,0.0478377103299013,"CTNNB1/WNT2/WNT3",3
"MF","1","GO:0015267","channel activity","9/88","364/13992",0.000462200336357863,0.0118811166212435,0.00972722998230458,"KCNH1/RYR2/GABRA2/GABRB1/CACNB3/KCNH3/GABRG3/CACNG3/CACNA1I",9
"MF","1","GO:0022803","passive transmembrane transporter activity","9/88","365/13992",0.000471472881795375,0.0118811166212435,0.00972722998230458,"KCNH1/RYR2/GABRA2/GABRB1/CACNB3/KCNH3/GABRG3/CACNG3/CACNA1I",9
"BP","1","GO:0031646","positive regulation of nervous system process","4/88","58/14006",0.000476546181372951,0.0263159391269285,0.0237622832739183,"WNT7A/RIMS1/CACNB3/BAIAP2",4
"BP","-1","GO:0072006","nephron development","7/169","115/14006",0.000483172661812959,0.0515556136078399,0.0484678153447942,"WNT4/COL4A4/COL4A3/CTNNB1/IRX1/IRX3/GPR4",7
"CC","1","GO:0034704","calcium channel complex","4/93","57/14487",0.000484668966454402,0.00393120383901904,0.00275873953615371,"RYR2/CACNB3/CACNG3/CACNA1I",4
"BP","-1","GO:0040019","positive regulation of embryonic development","4/169","31/14006",0.000499126553686228,0.0515556136078399,0.0484678153447942,"WNT4/CTNNB1/WNT2/OTX2",4
"CC","1","GO:0099522","region of cytosol","3/93","25/14487",0.000531723173798435,0.00415883482363776,0.00291848057799141,"HOMER1/PRKCB/BAIAP2",3
"BP","1","GO:0010769","regulation of cell morphogenesis involved in differentiation","8/88","296/14006",0.000538125445494087,0.0286551799725601,0.0258745279995089,"NGEF/WNT7A/ADGRB3/LZTS1/LRRC4C/SIPA1L1/BAIAP2/CDH4",8
"KEGG","-1","hsa04142","Lysosome","7/79","115/6255",0.000574954859497318,0.0209283568857024,0.0196089867870664,"8763/2519/427/55353/1075/2799/8218",7
"BP","1","GO:0060997","dendritic spine morphogenesis","4/88","61/14006",0.000577824424175991,0.0297081453947035,0.0268253153728164,"NGEF/WNT7A/SIPA1L1/BAIAP2",4
"BP","1","GO:0021772","olfactory bulb development","3/88","27/14006",0.00062857048976535,0.0312399533413379,0.0282084791722766,"DLX2/ERBB4/DLX5",3
"MF","-1","GO:0008106","alcohol dehydrogenase (NADP+) activity","3/176","14/13992",0.0006430822569416,0.0673791694236096,0.0627094920105263,"AKR1C2/RDH12/DHRS13",3
"BP","1","GO:0022604","regulation of cell morphogenesis","10/88","466/14006",0.000667938672506808,0.0321256955066984,0.0290082703611615,"NGEF/WNT7A/CPNE5/ADGRB3/RIMS1/LZTS1/LRRC4C/SIPA1L1/BAIAP2/CDH4",10
"MF","1","GO:0004683","calmodulin-dependent protein kinase activity","3/88","28/13992",0.000702839296970776,0.016101409348785,0.0131824404025141,"CAMK1D/CAMKK2/CAMKK1",3
"BP","-1","GO:0042574","retinal metabolic process","3/169","15/14006",0.00070578446365059,0.0699855874155925,0.0657939706325224,"RPE65/CYP27C1/DHRS13",3
"BP","1","GO:0014706","striated muscle tissue development","8/88","310/14006",0.000728551766826822,0.0339459588855872,0.0306518983477469,"RYR2/ERBB4/SORBS2/HOMER1/RIPOR2/SGCZ/NEURL1/MRTFB",8
"BP","1","GO:0007520","myoblast fusion","3/88","29/14006",0.000778140224069388,0.0341237374731605,0.0308124255908591,"KCNH1/RIPOR2/ADGRB3",3
"BP","1","GO:0021988","olfactory lobe development","3/88","29/14006",0.000778140224069388,0.0341237374731605,0.0308124255908591,"DLX2/ERBB4/DLX5",3
"MF","1","GO:0005516","calmodulin binding","6/88","174/13992",0.000791659828773985,0.0166248564042537,0.0136109935473422,"KCNH1/RYR2/CAMK1D/NRGN/CAMKK2/CAMKK1",6
"MF","-1","GO:0015464","acetylcholine receptor activity","3/176","15/13992",0.00079644408302139,0.0673791694236096,0.0627094920105263,"CHRNA2/CHRNA6/CHRNA3",3
"CC","-1","GO:0005766","primary lysosome","7/172","128/14487",0.000834260177725913,0.0248424141811716,0.0229299581012385,"HEBP2/FUCA2/PRCP/CTSC/GNS/ANXA2/TTR",7
"CC","-1","GO:0042582","azurophil granule","7/172","128/14487",0.000834260177725913,0.0248424141811716,0.0229299581012385,"HEBP2/FUCA2/PRCP/CTSC/GNS/ANXA2/TTR",7
"CC","1","GO:0099056","integral component of presynaptic membrane","4/93","67/14487",0.000895627929603786,0.00676353505459411,0.00474634038918885,"KCNH1/ERBB4/CHRM1/PRRT2",4
"CC","1","GO:0031252","cell leading edge","9/93","395/14487",0.000970187969057324,0.00708237217411847,0.00497008573622349,"KCNH1/GABRA2/SORBS2/ADGRV1/RIPOR2/PSD/DDN/GABRG3/BAIAP2",9
"MF","1","GO:0022843","voltage-gated cation channel activity","5/88","121/13992",0.000984085193802117,0.0190761129875487,0.0156178702822036,"KCNH1/CACNB3/KCNH3/CACNG3/CACNA1I",5
"BP","-1","GO:0009948","anterior/posterior axis specification","4/169","37/14006",0.000990370329322485,0.0944280017842477,0.0887724659562746,"WLS/CTNNB1/OTX2/WNT3",4
"BP","1","GO:0060537","muscle tissue development","8/88","327/14006",0.00102931987903544,0.0438490268469099,0.039593988730416,"RYR2/ERBB4/SORBS2/HOMER1/RIPOR2/SGCZ/NEURL1/MRTFB",8
"CC","1","GO:0099060","integral component of postsynaptic specialization membrane","4/93","70/14487",0.00105582080293301,0.00745886309168803,0.00523428988890388,"ERBB4/LRRC4C/CHRM1/CACNG3",4
"BP","-1","GO:0042476","odontogenesis","6/169","97/14006",0.00112791815364819,0.103559596403476,0.0973571458938435,"SDC1/CTNNB1/LEF1/PERP/AQP6/FAM20A",6
"CC","1","GO:0098982","GABA-ergic synapse","4/93","72/14487",0.00117317194785847,0.00802889551815642,0.0056343126443203,"ERBB4/GABRB1/SEPTIN11/GABRG3",4
"BP","1","GO:0051592","response to calcium ion","5/88","127/14006",0.00121667307434102,0.0503905431622904,0.0455007269614667,"KCNH1/RYR2/HOMER1/ADGRV1/CPNE5",5
