"","0.5:1e-04","0.5:1e-05","0.5:1e-06","0.75:1e-04","0.75:1e-05","0.75:1e-06","0.9:1e-04","0.9:1e-05","0.9:1e-06"
"0.17",0.000659042854949998,7.55303263476614e-05,8.44408879774328e-06,2.15038663912148e-05,2.00938352035163e-06,1.90117447451676e-07,2.37515351797501e-06,2.13228082746042e-07,1.95263468727447e-08
"0.18",0.000915887770035484,0.000108191868378404,1.239936278985e-05,2.56056028543616e-05,2.40667631457026e-06,2.28794642120889e-07,2.69323261037346e-06,2.4202520865213e-07,2.21815031897776e-08
"0.19",0.00126720748539655,0.000154547311018161,1.81817641429216e-05,3.03810623848433e-05,2.87320064351615e-06,2.7452430517716e-07,3.03696402492726e-06,2.73202822476115e-07,2.50604881291139e-08
"0.2",0.00174509545397816,0.000220091924322707,2.66159067096039e-05,3.59374801330858e-05,3.42085518845181e-06,3.28589566112036e-07,3.40770872064855e-06,3.06896237090015e-07,2.81766965315455e-08
"0.21",0.00239126312195148,0.000312381799288275,3.88842870612249e-05,4.23990060535173e-05,4.06359462223893e-06,3.92510370761379e-07,3.80693354884443e-06,3.43251718937232e-07,3.15446413434728e-08
"0.22",0.0032593499211413,0.000441729726094686,5.66735566615018e-05,4.9909238763024e-05,4.81777647198811e-06,4.68086829075176e-07,4.23621683620645e-06,3.82427127298968e-07,3.51800228948207e-08
"0.23",0.00441755020669454,0.000622098261695125,8.2375387475353e-05,5.86341209390939e-05,5.70256540677327e-06,5.57450466232012e-07,4.69725438145829e-06,4.24592605408058e-07,3.90998051713609e-08
"0.24",0.00595150210193607,0.000872228497231897,0.000119359551543741,6.87652422278751e-05,6.74040397186104e-06,6.63124782307456e-07,5.19186588521237e-06,4.69931324409423e-07,4.33222980822379e-08
"0.25",0.00796733272204286,0.00121704274121226,0.00017234114735587,8.05236005385623e-05,7.95756011906512e-06,7.88096768289392e-07,5.72200183679428e-06,5.18640283830862e-07,4.78672461667884e-08
"0.26",0.0105946911806087,0.00168935479239596,0.00024786860742454,9.4163877813358e-05,9.38476338396832e-06,9.35901303900089e-07,6.28975088012851e-06,5.70931172449995e-07,5.27559240737219e-08
"0.27",0.0139895271628423,0.00233191084623385,0.000354963891199045,0.000109979291865736,1.10579432488489e-05,1.11072069552964e-06,6.89734768388739e-06,6.27031292554925e-07,5.80112400339061e-08
"0.28",0.0183362932961578,0.00319976532730826,0.000505950568460367,0.000128307091625035,1.30190851300727e-05,1.31750198473224e-06,7.54718134210464e-06,6.87184551484421e-07,6.36578469936921e-08
"0.29",0.0238491718238262,0.00436296705827399,0.000717508520755805,0.000149534769075754,1.53172215544561e-05,1.56209510182581e-06,8.24180433467436e-06,7.51652526109758e-07,6.97222621859339e-08
"0.3",0.0307718613249084,0.00590949051938028,0.00101199460195434,0.000174107067255402,1.80095784594325e-05,1.85141543984635e-06,8.98394207615727e-06,8.20715601812516e-07,7.62329960268815e-08
"0.31",0.0393754216437885,0.00794829371724981,0.00141906533105951,0.000202533869796961,2.11628991932944e-05,2.1936350118601e-06,9.77650308431333e-06,8.94674194396039e-07,8.32206908940591e-08
"0.32",0.0499536810840705,0.0106123189909534,0.00197762875125773,0.000235399063550079,2.48549717124513e-05,2.59840702288017e-06,1.0622589803444e-05,9.73850056151804e-07,9.07182697851283e-08
"0.33",0.0628157757579016,0.0140611786399626,0.00273813596917061,0.000273370471667644,2.91763876987261e-05,3.07712945846195e-06,1.15255101159617e-05,1.05858767518452e-06,9.87610967451147e-08
"0.34",0.0782755306584015,0.0184831889569551,0.00376519655409857,0.000317210960015579,3.42325658622133e-05,3.64325417301359e-06,1.24887895809334e-05,1.14925577143765e-06,1.07387149061999e-07
"0.35",0.096637613404477,0.02409634260704,0.00514046418835701,0.000367790824682523,4.01460755665717e-05,4.31264897149397e-06,1.35161844379006e-05,1.24624889585867e-06,1.16637201563741e-07
"0.36",0.118180692818359,0.0311477520212392,0.00696568871596182,0.000426101572481685,4.70593011251408e-05,5.10402132214427e-06,1.46116954184983e-05,1.34998914080864e-06,1.26555025903308e-07
"0.37",0.14313820063733,0.0399110699635866,0.0093657683398326,0.000493271209394464,5.51374916695213e-05,6.03941364596405e-06,1.57795824085039e-05,1.46092796682318e-06,1.37187603277411e-07
"0.38",0.171677695817684,0.0506814135395818,0.0124915634037108,0.000570581153599203,6.45722463835652e-05,7.14478160901422e-06,1.70243800083902e-05,1.57954815460659e-06,1.48585353243469e-07
"0.39",0.20388022234185,0.063767399880984,0.0165221557464686,0.000659484889716677,7.55854901128838e-05,8.45066851140608e-06,1.83509140381233e-05,1.70636588925355e-06,1.60802379634006e-07
"0.4",0.239721376816649,0.0794800573631907,0.0216661628179109,0.000761628478798237,8.84339998880046e-05,9.99299075521431e-06,1.97643190404939e-05,1.84193298613522e-06,1.73896733790535e-07
"0.41",0.279055999836977,0.0981186104779537,0.0281616545115185,0.00087887303397427,0.000103414548691227,1.18139514875271e-05,2.12700568340551e-05,1.98683926622145e-06,1.87930697781447e-07
"0.42",0.321608417559424,0.119953444189308,0.0362741866567233,0.00101331926410031,0.000120869738820084,1.39631018808428e-05,2.28739361738395e-05,2.14171509249628e-06,2.02971087270853e-07
"0.43",0.366969944879657,0.145206916601063,0.0462924736406282,0.00116733417671089,0.00014119460337203,1.64985721541333e-05,2.45821335783658e-05,2.30723407446121e-06,2.19089577480069e-07
"0.44",0.414604903002727,0.174033074715313,0.0585212888156609,0.00134358001659007,0.000164844060629998,1.94884973697684e-05,2.64012153853299e-05,2.48411595471509e-06,2.36363051686617e-07
"0.45",0.46386572086547,0.206497691418886,0.0732713174945638,0.00154504549676504,0.000192341312334254,2.30126662787988e-05,2.83381611018152e-05,2.67312968738054e-06,2.54873976257564e-07
"0.46",0.514016839214474,0.242560327684268,0.0908458997550723,0.00177507935419163,0.00022428728287649,2.71644250612324e-05,3.04003881161918e-05,2.87509672058928e-06,2.7471080110697e-07
"0.47",0.564266211098171,0.282060274794951,0.111524886033552,0.00203742623227154,0.000261371202162963,3.20528717099311e-05,3.25957778449792e-05,3.09089449657129e-06,2.95968390906509e-07
"0.48",0.613802311098672,0.324708196254054,0.135546172618488,0.00233626485613747,0.000304382440084794,3.78053810698997e-05,3.49327033890567e-05,3.32146018289237e-06,3.18748485828024e-07
"0.49",0.66183385385334,0.370085033880044,0.163085858187523,0.00267624842385572,0.00035422370497995,4.45705051538292e-05,3.74200587774931e-05,3.56779464838475e-06,3.43160196258907e-07
"0.5",0.70762899338901,0.417649259996775,0.194238325017894,0.00306254708694753,0.000411925721900075,5.25212983241152e-05,4.00672898817067e-05,3.8309667015346e-06,3.69320532933592e-07
"0.51",0.750550707569636,0.466752873553901,0.228997848154505,0.00350089233657358,0.000478663508625021,6.1859122233221e-05,4.28844270862205e-05,4.11211760442676e-06,3.97354974590591e-07
"0.52",0.790085394854924,0.51666571373008,0.267243517434754,0.00399762304716744,0.000555774367838491,7.28179910455262e-05,4.58821198050519e-05,4.41246588245292e-06,4.27398077151864e-07
"0.53",0.82586239279461,0.566606792187366,0.308729270017327,0.00455973285717559,0.000644777712336286,8.56695233762972e-05,4.90716729376617e-05,4.73331244699171e-06,4.59594125645779e-07
"0.54",0.857663081788946,0.615780536584371,0.353080638150523,0.00519491848698839,0.000747396836151437,0.000100728573536379,5.24650853630515e-05,5.07604604926826e-06,4.94097833203533e-07
"0.55",0.885419332921949,0.663415208500051,0.399799404958109,0.00591162850745375,0.000865582737606507,0.000118359620994934,5.60750905734819e-05,5.44214908804186e-06,5.31075089238442e-07
"0.56",0.909202143198043,0.708800407946138,0.44827674713881,0.00671911197913844,0.00100154009006459,0.000138984003388964,5.99151995531733e-05,5.83320379221597e-06,5.70703761693103e-07
"0.57",0.929202228433852,0.751320569172226,0.497814678165977,0.00762746628359601,0.00115775544202534,0.000163088084794927,6.39997460152308e-05,6.25089879924268e-06,6.13174555796903e-07
"0.58",0.945704996665101,0.790481705404599,0.547654769888864,0.00864768336449973,0.00133702770969713,0.000191232457212864,6.83439341088166e-05,6.69703615752137e-06,6.5869193333068e-07
"0.59",0.95906263531142,0.825929336545258,0.597012326999107,0.009791693490103,0.00154250100171571,0.000224062279129189,7.29638887194684e-05,7.17353877488502e-06,7.07475098171706e-07
"0.6",0.969666002964036,0.857456446834975,0.645113527481549,0.0110724055409979,0.00177769978676345,0.000262318860421384,7.78767084846921e-05,7.68245834203984e-06,7.59759049895337e-07
"0.61",0.977918665593783,0.885001345762246,0.69123262240445,0.0125037427208001,0.00204656637995737,0.000306852607526498,8.31005216557212e-05,8.22598375960215e-06,8.15795713537959e-07
"0.62",0.984214843120313,0.908636305882141,0.734726181682687,0.0141006724848483,0.00235350068255413,0.00035863744644149,8.86545449387821e-05,8.80645009859737e-06,8.758551472976e-07
"0.63",0.988922344063886,0.928548694142407,0.775061608035125,0.0158792293863015,0.00270340206135888,0.000418786843460972,9.45591454558636e-05,9.42634812595156e-06,9.40226835943747e-07
"0.64",0.992370873160996,0.945016896674192,0.81183769883664,0.0178565294535272,0.00310171319890895,0.000488571544240646,0.000100835905967989,1.00883344299474e-05,1.00922107537649e-06
"0.65",0.994845491851385,0.95838360373296,0.844795846045574,0.0200507746411354,0.00355446568282192,0.000569439150427509,0.000107507693511644,1.07952421798396e-05,1.08317045310891e-06
"0.66",0.996584557127459,0.969028966137959,0.873821420658751,0.022481245843408,0.0040683270325893,0.000663035649292376,0.000114598731602245,1.15500925577106e-05,1.16243143311046e-06
"0.67",0.997781188342652,0.977345799993893,0.898935862085452,0.0251682829274287,0.00465064878466848,0.000771229005095297,0.000122134676163399,1.23561069019784e-05,1.24738605122854e-06
"0.68",0.998587209787323,0.983718481913316,0.920280856723146,0.0281332502382325,0.00530951517230716,0.000896134910819635,0.000130142695348501,1.32167196040811e-05,1.33844372796066e-06
"0.69",0.999118560124179,0.988506540727751,0.938096637545185,0.0313984860541392,0.0060537918456588,0.00104014478490899,0.000138651553423741,1.4135591802189e-05,1.43604320790303e-06
"0.7",0.999461304983076,0.99203331255423,0.95269679925245,0.0349872345312825,0.00689317398127232,0.0012059560792228,0.000147691698886843,1.51166259181323e-05,1.5406546333141e-06
"0.71",0.999677589446604,0.994579467098384,0.964442079842631,0.038923558776184,0.00783823302906272,0.00139660494104688,0.000157295357004705,1.6163981084838e-05,1.65278176167405e-06
"0.72",0.999811081078725,0.996380790639295,0.973715334307986,0.0432322338275377,0.00890046124087984,0.00161550124312604,0.000167496626952035,1.72820895177894e-05,1.77296433523377e-06
"0.73",0.999891650127429,0.997629350809751,0.980899482752358,0.0479386185160808,0.0100923130195654,0.00186646596084505,0.00017833158374525,1.84756738813574e-05,1.90178061487689e-06
"0.74",0.999939192425697,0.998477066800977,0.986359640389398,0.0530685054066609,0.0114272420231215,0.00215377083438317,0.000189838385163954,1.97497657073997e-05,2.03985008784269e-06
"0.75",0.999966614685171,0.999040740656787,0.990430024189651,0.0586479483104697,0.0129197328578281,0.00248218020553836,0.000202057383863696,2.11097249264158e-05,2.1878363604122e-06
"0.76",0.999982072635123,0.999407732641902,0.99340566463198,0.0647030671879074,0.0145853260997455,0.00285699486363156,0.000215031244883535,2.25612605707637e-05,2.34645024921321e-06
"0.77",0.999990586792762,0.999641644399254,0.995538494074546,0.0712598306422547,0.0164406352992804,0.00328409767227866,0.000228805068758775,2.41104527172187e-05,2.51645308313453e-06
"0.78",0.999995168097423,0.999787569820363,0.997037071165645,0.0783438166284348,0.0185033545519212,0.00377000067881006,0.000243426520453838,2.57637757360429e-05,2.69866022928333e-06
"0.79",0.999997575850449,0.999876656125533,0.998069041114206,0.0859799524651286,0.0207922551636913,0.00432189333084554,0.000258945964333845,2.75281229186186e-05,2.89394485930572e-06
"0.8",0.999998811594551,0.999929868258899,0.998765408959018,0.0941922357361739,0.0233271699063441,0.00494769134034412,0.000275416605397538,2.94108325576969e-05,3.10324196983736e-06
"0.81",0.999999430833888,0.999960960335918,0.999225786072018,0.103003438190601,0.0261289633489554,0.0056560856449136,0.000292894636997887,3.14197155600882e-05,3.32755267384854e-06
"0.82",0.999999733750008,0.99997872875094,0.99952392089137,0.112434795290104,0.0292194867734915,0.00645659082012606,0.000311439395280222,3.35630846721724e-05,3.56794878220157e-06
"0.83",0.999999878374384,0.999988658288148,0.999713005925936,0.122505684596909,0.0326215162361663,0.00735959219620641,0.000331113520571025,3.58497854061612e-05,3.8255776910745e-06
"0.84",0.999999945755497,0.999994083454532,0.999830433345517,0.133233296730939,0.0363586724277212,0.0083763908291884,0.000351983125952637,3.82892287540404e-05,4.10166759734487e-06
"0.85",0.999999976384694,0.999996980958959,0.999901829214469,0.144632303138762,0.0404553211175164,0.00951924537230364,0.000374117973260701,4.08914257860049e-05,4.39753306169521e-06
"0.86",0.999999989966511,0.999998493427195,0.999944319731873,0.15671452539273,0.0449364531413124,0.0108014097901391,0.000397591656745133,4.36670242288661e-05,4.71458094097876e-06
"0.87",0.999999995840455,0.999999264906866,0.999969068371468,0.169488611161198,0.0498275431128921,0.0122371657585075,0.000422481794633778,4.66273471274592e-05,5.05431671482537e-06
"0.88",0.999999998317747,0.999999649378733,0.999983173493577,0.182959722343518,0.0551543863063481,0.013841848499892,0.000448870228840215,4.97844336952991e-05,5.41835122969125e-06
"0.89",0.9999999993364,0.999999836547378,0.999991038429976,0.197129241130815,0.0609429134689884,0.0156318647209838,0.000476843233056745,5.31510824656189e-05,5.80840788677595e-06
"0.9",0.999999999744725,0.999999925540709,0.999995328198464,0.211994499920257,0.0672189836831675,0.0176247012487131,0.000506491729471259,5.67408968576988e-05,6.2263303023391e-06
"0.91",0.999999999904254,0.999999966861234,0.999997616540679,0.227548541062817,0.0740081557963483,0.0198389229080583,0.00053791151434901,6.05683332789431e-05,6.67409046883893e-06
"0.92",0.999999999964993,0.999999985593361,0.999998810214116,0.243779912350637,0.081335439378205,0.0222941581527218,0.00057120349271278,6.46487518882743e-05,7.15379744775646e-06
"0.93",0.999999999987525,0.999999993883293,0.999999418989706,0.260672503940557,0.0892250266358964,0.0250110709525159,0.000606473922355244,6.89984701487401e-05,7.66770662763427e-06
"0.94",0.999999999995668,0.999999997464157,0.999999722495165,0.278205432059038,0.0977000072164325,0.0280113174630288,0.00064383466741269,7.36348193065561e-05,8.21822958019247e-06
"0.95",0.999999999998534,0.999999998973641,0.999999870387104,0.296352974337586,0.106782068339353,0.0313174860577158,0.000683403461722021,7.85762039341442e-05,8.80794455304645e-06
"0.96",0.999999999999517,0.999999999594518,0.999999940811489,0.315084560988171,0.116491183223227,0.0349530193936129,0.000725304182179309,8.38421646841558e-05,9.43960763544194e-06
"0.97",0.999999999999845,0.999999999843662,0.999999973578341,0.334364825250389,0.126845291283821,0.0389421173126074,0.000769667132308749,8.94534444026984e-05,1.01161646387515e-05
"0.98",0.999999999999951,0.999999999941183,0.999999988472386,0.354153715635889,0.137859974076983,0.0433096195532442,0.000816629336242713,9.54320577579715e-05,1.08407637339214e-05
"0.99",0.999999999999985,0.999999999978412,0.999999995085268,0.374406671475433,0.149548131421201,0.0480808674653141,0.00086633484330334,0.000101801364545961,1.1616768891054e-05
"1",0.999999999999996,0.999999999992271,0.999999997952769,0.395074862158078,0.161919662548613,0.0532815441819202,0.000918935043366376,0.000108586146837175,1.24477741682005e-05
"1.01",0.999999999999999,0.999999999997301,0.999999999166957,0.416105489263445,0.174981157483916,0.0589374930112982,0.000974588993171599,0.000115812690137274,1.33376188995449e-05
"1.02",1,0.999999999999081,0.999999999668923,0.437442149552723,0.188735604123222,0.0650745141620541,0.00103346375373359,0.000123508868737021,1.42904038353819e-05
"1.03",1,0.999999999999695,0.999999999871507,0.4590252555315,0.203182116665272,0.0717181403080479,0.0010957347389885,0.00013170423543496,1.53105082895122e-05
"1.04",1,0.999999999999901,0.999999999951309,0.480792509058913,0.218315691122437,0.0788933919287627,0.00116158607579397,0.000140430115818879,1.64026083507851e-05
"1.05",1,0.999999999999969,0.999999999981988,0.502679422285996,0.234126993597261,0.0866245138220353,0.00123121097538315,0.000149719707298157,1.75716962214079e-05
"1.06",1,0.99999999999999,0.999999999993496,0.524619879094262,0.250602186842912,0.0949346946712746,0.00130481211634847,0.000159608183086135,1.88231007455242e-05
"1.07",1,0.999999999999997,0.999999999997708,0.546546729206104,0.267722800326193,0.103845772050005,0.00138260203921003,0.000170132801333378,2.01625091941215e-05
"1.08",1,0.999999999999999,0.999999999999212,0.568392406281867,0.285465648576796,0.113377925752548,0.00146480355259837,0.000181333019620755,2.15959903789864e-05
"1.09",1,1,0.999999999999736,0.590089560631856,0.303802802036246,0.123549362839286,0.00155165015105185,0.000193250615023177,2.31300191677608e-05
"1.1",1,1,0.999999999999914,0.611571696678945,0.322701613919013,0.134375998265572,0.00164338644440243,0.000205929809961813,2.47715024784823e-05
"1.11",1,1,0.999999999999972,0.632773805027051,0.342124805774452,0.145871135411292,0.00174026859868848,0.000219417404066391,2.65278068350971e-05
"1.12",1,1,0.999999999999991,0.653632978935735,0.36203061350409,0.158045151229195,0.00184256478850253,0.000233762912270619,2.84067875677696e-05
"1.13",1,1,0.999999999999997,0.67408900517795,0.382372994560532,0.170905191069906,0.00195055566064373,0.00024901870937255,3.04168197485799e-05
"1.14",1,1,0.999999999999999,0.694084919666319,0.403101895951942,0.184454878505903,0.00206453480890512,0.000265240181290705,3.25668309532068e-05
"1.15",1,1,1,0.71356751886625,0.424163581523143,0.198694045652012,0.00218480925978715,0.00028248588325186,3.48663359491796e-05
"1.16",1,1,1,0.732487818857553,0.445501015807367,0.213618489553917,0.00231169996888303,0.000300817705149448,3.73254734079564e-05
"1.17",1,1,1,0.750801454939894,0.467054300569677,0.229219760177827,0.00244554232763561,0.000320301044312465,3.99550447507391e-05
"1.18",1,1,1,0.768469015874736,0.488761159024631,0.245484985375456,0.0025866866801163,0.00034100498592804,4.27665552346079e-05
"1.19",1,1,1,0.785456308186235,0.510557461636684,0.262396737912592,0.0027354988494267,0.000363002491360676,4.57722573976582e-05
"1.2",1,1,1,0.801734547370263,0.532377786432625,0.279932949233904,0.00289236067326581,0.00038637059461244,4.89851969799338e-05
"1.21",1,1,1,0.817280474345901,0.554156005899523,0.298066874091655,0.00305767054815265,0.000411190607168543,5.24192614465013e-05
"1.22",1,1,1,0.832076396987454,0.575825891835379,0.3167671094956,0.00323184398173193,0.000437548331472026,5.60892312418959e-05
"1.23",1,1,1,0.846110158057014,0.597321728985813,0.335997670653399,0.00341531415252916,0.000465534283268454,6.00108339102734e-05
"1.24",1,1,1,0.859375032278516,0.618578927957637,0.355718125677176,0.00360853247645565,0.000495243923060884,6.42008012218254e-05
"1.25",1,1,1,0.871869556617581,0.63953462776223,0.375883789847504,0.00381196917929916,0.000526777896911579,6.86769294496736e-05
"1.26",1,1,1,0.883597299023798,0.660128278416891,0.396445979170636,0.00402611387436114,0.000560242286821944,7.34581429484571e-05
"1.27",1,1,1,0.894566571925206,0.680302194322651,0.417352321859685,0.00425147614433419,0.000595748870917734,7.85645611901531e-05
"1.28",1,1,1,0.904790097615548,0.700002069638213,0.438547125241309,0.00448858612643366,0.000633415393660797,8.40175694172274e-05
"1.29",1,1,1,0.914284633326672,0.719177447571736,0.459971794462515,0.00473799509972372,0.000673365846298735,8.98398930818667e-05
"1.3",1,1,1,0.923070564221136,0.737782136398371,0.481565298276313,0.00500027607349596,0.00071573075775877,9.6055676241491e-05
"1.31",1,1,1,0.93117147277014,0.755774566060383,0.503264676148304,0.00527602437547847,0.000760647496178102,0.000102690564088626
"1.32",1,1,1,0.938613693002581,0.773118080391,0.525005579978037,0.0055658582385687,0.000808260581255493,0.000109771789798874
"1.33",1,1,1,0.945425857931737,0.789781161292647,0.54672284289531,0.0058704193846989,0.000858722007591961,0.000117328265884176
"1.34",1,1,1,0.951638448101818,0.805737582560291,0.568351066898456,0.00619037360435526,0.000912191579178212,0.000125390680246418
"1.35",1,1,1,0.957283348667468,0.82096649243604,0.589825220569899,0.00652641133018272,0.000968837255165389,0.000133991597129346
"1.36",1,1,1,0.962393421749106,0.835452425374716,0.611081237752514,0.00687924820302011,0.00102883550704447,0.000143165563174508
"1.37",1,1,1,0.967002100022572,0.849185244855804,0.632056607911735,0.00724962562861631,0.00109237168733245,0.000152949218789278
"1.38",1,1,1,0.971143006631739,0.862160020360423,0.652690948950741,0.00763831132319015,0.00115964040984862,0.000163381415041575
"1.39",1,1,1,0.974849605586915,0.874376842810681,0.672926553492601,0.00804609984590254,0.00123084594163814,0.000174503336301646
"1.4",1,1,1,0.978154885859173,0.88584058381486,0.692708900090205,0.0084738131162192,0.00130620260657333,0.000186358628852856
"1.41",1,1,1,0.981091081429179,0.896560604951908,0.711987121463612,0.00892230091404977,0.00138593520063868,0.000198993535700187
"1.42",1,1,1,0.983689428624305,0.906550424044171,0.730714422680183,0.00939244136046025,0.00147027941887512,0.000212457037808367
"1.43",1,1,1,0.98597996120271,0.915827345895792,0.748848443165775,0.00988514137666185,0.00155948229392466,0.000226801002005117
"1.44",1,1,1,0.987991342837179,0.924412065309116,0.76635155754105,0.0104013371188966,0.00165380264608728,0.000242080335788875
"1.45",1,1,1,0.98975073593038,0.932328250332123,0.783191111486845,0.0109419943867478,0.00175351154476155,0.000258353149281687
"1.46",1,1,1,0.991283705068515,0.939602113641679,0.799339590125623,0.0115081090023245,0.00185889278110296,0.000275680924572974
"1.47",1,1,1,0.992614152899703,0.9462619797407,0.814774717728471,0.0121007071576816,0.00197024335169327,0.000294128692699513
"1.48",1,1,1,0.993764285810339,0.952337855257708,0.829479488885106,0.0127208457277669,0.00208787395297039,0.000313765218509676
"1.49",1,1,1,0.994754606467285,0.957861009103968,0.843442132573468,0.0133696125461032,0.00221210948612016,0.000334663193660267
"1.5",1,1,1,0.995603930092415,0.962863568589257,0.856656011803209,0.0140481266403514,0.00234328957208541,0.000356899437995106
"1.51",1,1,1,0.996329421232827,0.967378136847056,0.869119462653239,0.01475753842483,0.0024817690762946,0.000380555109552261
"1.52",1,1,1,0.996946647776153,0.971437436099915,0.880835577550314,0.0154990298470088,0.00262791864265732,0.000405715923448846
"1.53",1,1,1,0.997469649025683,0.975073980432431,0.891811938520595,0.0162738144849424,0.00278212523631971,0.000432472379885307
"1.54",1,1,1,0.997911014782865,0.978319780858696,0.902060306870749,0.0170831375925578,0.00294479269461168,0.000460920001513321
"1.55",1,1,1,0.998281972572941,0.98120608459791,0.911596276306603,0.0179282760896754,0.00311634228555602,0.000491159580403688
"1.56",1,1,1,0.998592480380652,0.983763149628565,0.920438896868044,0.018810538493609,0.00329721327324639,0.000523297434846026
"1.57",1,1,1,0.998851322525038,0.986020054798042,0.928610277246739,0.0197312647891644,0.00348786348933217,0.000557445676209078
"1.58",1,1,1,0.999066206583868,0.988004545037359,0.93613517306186,0.0206918262338478,0.00368876990977984,0.000593722486077475
"1.59",1,1,1,0.999243859568743,0.98974291058327,0.943040568506729,0.0216936250950845,0.00390042923600886,0.000632252403878764
"1.6",1,1,1,0.999390121842147,0.99125989855175,0.949355258459316,0.0227380943162599,0.00412335847942458,0.000673166625198673
"1.61",1,1,1,0.999510037549743,0.992578654744,0.955109437688812,0.0238266971084068,0.00435809554829447,0.000716603310975894
"1.62",1,1,1,0.999607940608527,0.993720693201273,0.960334303209244,0.0249609264643963,0.0046051998358374,0.000762707907752569
"1.63",1,1,1,0.999687535539081,0.994705890757233,0.965061675151919,0.0261423045925281,0.00486525280830996,0.000811633479141483
"1.64",1,1,1,0.999751972654322,0.995552503662959,0.969323640775312,0.0273723822664691,0.00513885859179786,0.000863541048658933
"1.65",1,1,1,0.999803917315644,0.996277203274034,0.973152225428585,0.0286527380885596,0.00542664455633035,0.00091859995404997
"1.66",1,1,1,0.999845613138896,0.996895127783607,0.97657909345756,0.0299849776635841,0.00572926189585343,0.000976988213217234
"1.67",1,1,1,0.999878939177175,0.997419947050443,0.979635281213078,0.0313707326802027,0.00604738620250855,0.00103889290183978
"1.68",1,1,1,0.999905461225636,0.9978639376964,0.982350963512901,0.0328116598973485,0.00638171803357723,0.00110451054274852
"1.69",1,1,1,0.999926477486846,0.998238065822507,0.984755254139019,0.0343094400330203,0.00673298346936091,0.00117404750709771
"1.7",1,1,1,0.999943058905594,0.99855207490587,0.986876040239022,0.0358657765530489,0.00710193466017806,0.00124772042734489
