"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","Non Fluoro Nuclei","POU4F1+ Nuclei","CHAT+ Nuclei","CHAT+POU4F1-","EBF3+ Nuclei","EBF3+POU4F1-","CCK+ Nuclei","CCK+POU4F1-","CHAT+EBF3+","CHAT+EBF3+POU4F1-","EBF3+CCK+","EBF3+CCK+POU4F1-","CHAT+CCK+","CHAT+CCK+POU4F1-","CHAT+CCK+EBF3+","POU4F1-CCK+CHAT+EBF3+","20x DAPI Positive","20x DAPI Positive Nucleus","20x DAPI Nucleus Intensity","20x DAPI Positive Cytoplasm","20x DAPI Cytoplasm Intensity","POU4F1 - 520 Copies","POU4F1 - 520 Area (µm²)","POU4F1 - 520 Classification","POU4F1 - 520 Cell Intensity","POU4F1 - 520 Avg Intensity","CHAT - 570 Copies","CHAT - 570 Area (µm²)","CHAT - 570 Classification","CHAT - 570 Cell Intensity","CHAT - 570 Avg Intensity","EBF3 - 620 Copies","EBF3 - 620 Area (µm²)","EBF3 - 620 Classification","EBF3 - 620 Cell Intensity","EBF3 - 620 Avg Intensity","CCK - 690 Copies","CCK - 690 Area (µm²)","CCK - 690 Classification","CCK - 690 Cell Intensity","CCK - 690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","10","5441","5469","596","622","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3265.0112","0","379.9007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.60495","74.552376","25.052578","23.737104","0.777954"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","11","5207","5245","627","659","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3687.169","0","344.1868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","172.3878","105.70511","66.68269","37.547783","0.767262"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","12","5189","5212","639","663","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","622.39056","0","143.37093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.231094","64.400955","13.83014","17.910725","0.610831"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","13","5483","5514","649","681","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3570.1526","0","365.06235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145.70541","94.110146","51.595272","32.36878","0.892622"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","14","5556","5589","652","677","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3448.517","0","382.15976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119.44212","84.23813","35.203995","27.189775","0.758495"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","15","5219","5245","702","724","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1751.0088","0","189.5825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.35103","65.47198","15.87905","18.5581","0.693653"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","16","5328","5352","703","726","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2908.424","0","295.0156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.12054","65.65824","17.462297","18.989683","0.766613"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","17","5313","5343","734","763","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3672.4182","0","331.7556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115.85653","70.31486","45.541676","29.347694","0.894362"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","18","5457","5479","737","761","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2680.036","0","249.91922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.85857","62.258915","15.599653","16.831766","0.860099"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","19","5298","5329","749","778","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3675.27","0","289.89203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115.90309","70.73395","45.169144","30.642445","0.816691"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","20","2819","2847","-7","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1160.2014","0","115.44259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.40697","69.75606","19.650906","19.852852","0.721447"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","21","3025","3062","-7","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3565.8452","0","296.3571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151.10709","99.372116","51.73497","33.663532","0.715948"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","22","2962","2986","-6","18","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2806.5208","0","309.08823","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.698492","1","739.19073","1058.2667","81.30446","63.329933","17.974525","18.5581","0.773296"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","23","3107","3131","-6","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2687.425","0","352.06955","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.34063","70.31486","22.02578","20.716019","0.806386"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","24","3159","3196","-3","26","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2117.563","0","414.1367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147.75433","87.21836","60.53597","35.389866","0.822967"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","25","2975","2999","8","38","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","726.2308","0","249.40283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.29875","75.71652","20.58223","24.16869","0.553123"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","26","2791","2821","9","27","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","811.5797","0","185.47198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.10077","54.8549","31.245872","23.737104","0.754948"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","27","2903","2928","12","34","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2052.2437","0","234.29321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.652534","63.842163","16.810373","17.694933","0.848013"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","28","3153","3185","19","46","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2175.3613","0","386.6181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118.27797","77.6723","40.605663","32.80036","0.77259"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","29","2790","2818","27","46","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","663.32184","0","211.46147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.58855","53.17852","32.410027","23.737104","0.766158"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","30","2821","2847","24","50","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","916.01025","0","221.16708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101.700424","74.412674","27.287752","22.442354","0.918258"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","31","3004","3034","24","55","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1229.1849","0","322.1221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132.29437","88.47565","43.818726","29.779278","0.909284"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","32","2925","2956","33","67","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","938.026","0","262.19507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136.85785","86.65957","50.198288","33.663532","0.757755"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","33","2959","2992","36","64","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2472.8809","0","404.11505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136.85785","91.87497","44.98288","30.210861","0.783303"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","34","2855","2880","52","75","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1739.5607","0","243.275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.14968","67.05522","21.094456","21.147602","0.717709"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","35","2878","2917","54","92","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","650.09515","0","254.48384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","233.94823","125.309456","108.63878","51.574257","0.739652"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","36","3034","3064","55","84","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3135.2773","0","708.196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","129.45384","88.14968","41.304157","28.91611","0.777543"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","37","3161","3193","64","88","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2560.7468","0","405.5324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108.964745","80.46627","28.49847","25.46344","0.662716"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","38","2917","2944","67","96","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1919.2341","0","425.9112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.60536","1","642.42633","1061.2307","120.6994","78.13796","42.561443","30.210861","0.85511"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","39","2946","2972","69","93","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2985.5217","0","514.2982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.325963","1","314.8336","965.8571","87.870285","63.2368","24.633482","22.01077","0.891662"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","40","3089","3124","68","94","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","568.69257","0","186.37874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139.41899","95.041466","44.37752","32.58457","0.715877"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","41","3012","3049","83","110","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3233.8657","0","446.0153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138.022","79.11585","58.906155","34.74249","0.750856"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","42","2970","3009","106","138","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","420.48846","0","182.12717","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190.87456","110.22202","80.652534","39.27412","0.802376"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","43","3019","3053","114","144","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3607.5503","0","411.8734","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","141.93356","80.93193","61.00163","35.389866","0.891012"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","44","3124","3152","113","142","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3633.8303","0","471.6239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122.46892","80.23344","42.235477","28.484526","0.839675"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","45","3102","3128","121","156","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1168.8821","0","435.64212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120.55971","82.23579","38.323925","31.505611","0.589292"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","46","3169","3203","121","152","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3694.9355","0","391.85764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151.06052","95.50713","55.55339","33.663532","0.873876"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","47","2933","2959","123","148","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1212.9631","0","267.58405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.813324","65.93764","32.875687","25.247648","0.783667"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","48","2858","2881","126","157","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","583.11584","0","287.29382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113.48166","80.51284","32.96882","25.247648","0.71459"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_MHb_Panel_20X\Br8433_MHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotype_MHb_Panel","49","2955","2980","126","164","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","574.25885","0","255.88638","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115.80996","76.22875","39.58121","32.58457","0.536859"
